split,n,train_pearson,val_pearson,train_spearman,val_spearman,k
cifar_resnet_average_sackin_index,201,-0.6846876495867864,-0.5820442624994816,-0.8654851674797531,-0.8362544019670323,45
cifar_resnet_leaf_count,201,-0.6845100109722893,-0.7807737211834899,-0.507165818706885,-0.4954254643830469,45
full_average_branching_factor,402,-0.1107203135789729,-0.1020765167256307,-0.0282254470721008,0.0369104266727007,60
full_colless_index,402,-0.5642767997791522,-0.6487340358872729,0.1594697177511606,0.1658310822459308,60
full_average_colless_index,402,-0.00412496260078,-0.0428627635921489,-0.0575126924911206,-0.1149694719934987,60
full_sackin_index,402,-0.7509188197514539,-0.824332917944299,-0.6329821753087228,-0.5795825895631418,60
full_average_sackin_index,402,-0.6438505173957499,-0.5804867626083778,-0.8658866401213622,-0.8845164134164913,60
full_leaf_count,402,-0.3392171475595241,-0.4025763475858691,0.01346476165161,0.0864561901524043,60
cifar_average_branching_factor,402,-0.1107203135789729,-0.1020765167256307,-0.0282254470721008,0.0369104266727007,60
cifar_colless_index,402,-0.5642767997791522,-0.6487340358872729,0.1594697177511606,0.1658310822459308,60
cifar_average_colless_index,402,-0.00412496260078,-0.0428627635921489,-0.0575126924911206,-0.1149694719934987,60
cifar_sackin_index,402,-0.7509188197514539,-0.824332917944299,-0.6329821753087228,-0.5795825895631418,60
cifar_average_sackin_index,402,-0.6438505173957499,-0.5804867626083778,-0.8658866401213622,-0.8845164134164913,60
cifar_leaf_count,402,-0.3392171475595241,-0.4025763475858691,0.01346476165161,0.0864561901524043,60
densenet_average_branching_factor,201,0.0224165826050568,0.0096430038133743,0.2874529744724099,0.3528422223944445,60
densenet_colless_index,201,-0.5552006703264104,-0.6045908513246491,0.2029671384853663,0.205585993650801,60
densenet_average_colless_index,201,-0.2622135894390469,-0.2670911235636088,-0.4071630418920675,-0.4775839838920183,60
densenet_sackin_index,201,-0.7672467732445056,-0.8375054868217288,-0.5420264572479344,-0.4908618021042075,60
densenet_average_sackin_index,201,-0.6268401805278269,-0.5908619538529116,-0.8768608344469471,-0.9294199359954912,60
densenet_leaf_count,201,-0.1485937263733692,-0.1953495280243775,0.4280913023614517,0.5174886983726583,60
resnet_average_branching_factor,201,-0.3154776639256489,-0.2780784761619707,-0.4269094427388557,-0.3939539288421175,60
resnet_colless_index,201,-0.5879877264907851,-0.7050235170551526,0.0940014858956151,0.1004089003486593,60
resnet_average_colless_index,201,0.2055792653683634,0.1376309611805051,0.3908538056419665,0.3861167472014333,60
resnet_sackin_index,201,-0.7655525660567044,-0.843756460974549,-0.8611227998460472,-0.8350736597396962,60
resnet_average_sackin_index,201,-0.6710336187545565,-0.5695981024028847,-0.8606683865508694,-0.8331621577734142,60
resnet_leaf_count,201,-0.6700241286096477,-0.7632360547788709,-0.4887292038610914,-0.4789391153730477,60
cifar_densenet_average_branching_factor,201,0.0224165826050568,0.0096430038133743,0.2874529744724099,0.3528422223944445,60
cifar_densenet_colless_index,201,-0.5552006703264104,-0.6045908513246491,0.2029671384853663,0.205585993650801,60
cifar_densenet_average_colless_index,201,-0.2622135894390469,-0.2670911235636088,-0.4071630418920675,-0.4775839838920183,60
cifar_densenet_sackin_index,201,-0.7672467732445056,-0.8375054868217288,-0.5420264572479344,-0.4908618021042075,60
cifar_densenet_average_sackin_index,201,-0.6268401805278269,-0.5908619538529116,-0.8768608344469471,-0.9294199359954912,60
cifar_densenet_leaf_count,201,-0.1485937263733692,-0.1953495280243775,0.4280913023614517,0.5174886983726583,60
cifar_resnet_average_branching_factor,201,-0.3154776639256489,-0.2780784761619707,-0.4269094427388557,-0.3939539288421175,60
cifar_resnet_colless_index,201,-0.5879877264907851,-0.7050235170551526,0.0940014858956151,0.1004089003486593,60
cifar_resnet_average_colless_index,201,0.2055792653683634,0.1376309611805051,0.3908538056419665,0.3861167472014333,60
cifar_resnet_sackin_index,201,-0.7655525660567044,-0.843756460974549,-0.8611227998460472,-0.8350736597396962,60
cifar_resnet_average_sackin_index,201,-0.6710336187545565,-0.5695981024028847,-0.8606683865508694,-0.8331621577734142,60
cifar_resnet_leaf_count,201,-0.6700241286096477,-0.7632360547788709,-0.4887292038610914,-0.4789391153730477,60
full_average_branching_factor,402,-0.0806101347181203,-0.074575731978531,0.0166379279635394,0.0880937870335769,80
full_colless_index,402,-0.2873629449243977,-0.3688327192804463,0.3298678399791981,0.3450148131814751,80
full_average_colless_index,402,0.1559346613782895,0.1030973002363845,0.0925122466303403,0.0369524313542035,80
full_sackin_index,402,-0.7490960391308293,-0.8160162227459858,-0.6400015183780079,-0.58375655545189,80
full_average_sackin_index,402,-0.6301190040594237,-0.5685226437781444,-0.8596066273407525,-0.8781838404259391,80
full_leaf_count,402,-0.3002797507848541,-0.3570999441051552,0.0092918659832002,0.0843557401440604,80
cifar_average_branching_factor,402,-0.0806101347181203,-0.074575731978531,0.0166379279635394,0.0880937870335769,80
cifar_colless_index,402,-0.2873629449243977,-0.3688327192804463,0.3298678399791981,0.3450148131814751,80
cifar_average_colless_index,402,0.1559346613782895,0.1030973002363845,0.0925122466303403,0.0369524313542035,80
cifar_sackin_index,402,-0.7490960391308293,-0.8160162227459858,-0.6400015183780079,-0.58375655545189,80
cifar_average_sackin_index,402,-0.6301190040594237,-0.5685226437781444,-0.8596066273407525,-0.8781838404259391,80
cifar_leaf_count,402,-0.3002797507848541,-0.3570999441051552,0.0092918659832002,0.0843557401440604,80
densenet_average_branching_factor,201,0.0210915214339845,0.0171503946685739,0.331516023506917,0.4029623473655788,80
densenet_colless_index,201,-0.164960259155011,-0.2063075362925686,0.3784839789596008,0.4096417501553892,80
densenet_average_colless_index,201,-0.0530689259572595,-0.0759136545484397,-0.2706134921101715,-0.3322624382770751,80
densenet_sackin_index,201,-0.7597185554732101,-0.826198561057095,-0.5352582752398602,-0.4831012609421249,80
densenet_average_sackin_index,201,-0.6131508866099907,-0.5792765314656203,-0.8723344280079227,-0.9265271892898308,80
densenet_leaf_count,201,-0.0897306518120152,-0.1308736012832983,0.4395918279102041,0.5293733157766747,80
resnet_average_branching_factor,201,-0.2585580213945143,-0.2350499972486833,-0.3819949806356811,-0.3456142268624932,80
resnet_colless_index,201,-0.4076006403263845,-0.5277966753780727,0.2534443973640748,0.24560989992344,80
resnet_average_colless_index,201,0.3279225335137423,0.2495650367636927,0.5053504394752065,0.489525530806028,80
resnet_sackin_index,201,-0.7734776105276532,-0.8436835615762832,-0.8698682238488494,-0.8405702438630712,80
resnet_average_sackin_index,201,-0.6585707854495951,-0.5576992549510922,-0.8583305594517763,-0.8297987418667597,80
resnet_leaf_count,201,-0.6674591351363243,-0.7543363099904739,-0.5103256459882778,-0.4992650624489821,80
cifar_densenet_average_branching_factor,201,0.0210915214339845,0.0171503946685739,0.331516023506917,0.4029623473655788,80
cifar_densenet_colless_index,201,-0.164960259155011,-0.2063075362925686,0.3784839789596008,0.4096417501553892,80
cifar_densenet_average_colless_index,201,-0.0530689259572595,-0.0759136545484397,-0.2706134921101715,-0.3322624382770751,80
cifar_densenet_sackin_index,201,-0.7597185554732101,-0.826198561057095,-0.5352582752398602,-0.4831012609421249,80
cifar_densenet_average_sackin_index,201,-0.6131508866099907,-0.5792765314656203,-0.8723344280079227,-0.9265271892898308,80
cifar_densenet_leaf_count,201,-0.0897306518120152,-0.1308736012832983,0.4395918279102041,0.5293733157766747,80
cifar_resnet_average_branching_factor,201,-0.2585580213945143,-0.2350499972486833,-0.3819949806356811,-0.3456142268624932,80
cifar_resnet_colless_index,201,-0.4076006403263845,-0.5277966753780727,0.2534443973640748,0.24560989992344,80
cifar_resnet_average_colless_index,201,0.3279225335137423,0.2495650367636927,0.5053504394752065,0.489525530806028,80
cifar_resnet_sackin_index,201,-0.7734776105276532,-0.8436835615762832,-0.8698682238488494,-0.8405702438630712,80
cifar_resnet_average_sackin_index,201,-0.6585707854495951,-0.5576992549510922,-0.8583305594517763,-0.8297987418667597,80
cifar_resnet_leaf_count,201,-0.6674591351363243,-0.7543363099904739,-0.5103256459882778,-0.4992650624489821,80
