dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,train_acc,val_acc
mnist,trainUval,wres,20,160,a1,1e-06,1e-06,13.541459850498313,1.0,0.9869
mnist,trainUval,wres,20,186,a1,1e-06,1e-06,12.9086113603189,1.0,0.9864
mnist,trainUval,wres,20,2,a1,1e-06,1e-06,14.800616744659877,0.95865,0.9501
mnist,trainUval,wres,20,55,a1,1e-06,1e-06,13.747500753001077,1.0,0.9854
mnist,trainUval,wres,20,80,a1,1e-06,1e-06,14.816264104360016,1.0,0.9846
mnist,val,wres,20,105,a1,1e-06,1e-06,15.931471246745787,1.0,0.9858
mnist,val,wres,20,130,a1,1e-06,1e-06,14.669875955034513,1.0,0.9861
mnist,val,wres,20,156,a1,1e-06,1e-06,14.025082180043682,1.0,0.9867
mnist,val,wres,20,181,a1,1e-06,1e-06,12.47804487484973,1.0,0.9861
mnist,val,wres,20,25,a1,1e-06,1e-06,12.632886740277172,1.0,0.9847
mnist,val,wres,20,50,a1,1e-06,1e-06,13.902680355648044,1.0,0.9843
mnist,val,wres,20,76,a1,1e-06,1e-06,16.064545895555057,1.0,0.9848
cifar,train,densenet,20,112,a1,1e-06,1e-06,8.258804681034157,0.98932,0.8511
cifar,train,densenet,20,138,a1,1e-06,1e-06,2.20586306088277,0.99978,0.872
cifar,train,densenet,20,163,a1,1e-06,1e-06,8.018126426908623,0.95574,0.8391
cifar,train,densenet,20,189,a1,1e-06,1e-06,8.840189716030238,0.97012,0.8489
cifar,train,densenet,20,32,a1,1e-06,1e-06,11.58596598890933,0.85412,0.7742
cifar,train,densenet,20,58,a1,1e-06,1e-06,6.164471940699073,0.9878,0.843
cifar,train,densenet,20,83,a1,1e-06,1e-06,8.249656452150596,0.93724,0.8218
cifar,trainUval,densenet,20,108,a1,1e-06,1e-06,12.52296352149694,0.98402,0.849
cifar,trainUval,densenet,20,133,a1,1e-06,1e-06,12.792217315379112,0.99976,0.873
cifar,trainUval,densenet,20,159,a1,1e-06,1e-06,15.03838446115504,0.95474,0.837
cifar,trainUval,densenet,20,184,a1,1e-06,1e-06,11.390545274107012,0.96574,0.8429
cifar,trainUval,densenet,20,28,a1,1e-06,1e-06,11.66642817697349,0.9328,0.8186
cifar,trainUval,densenet,20,53,a1,1e-06,1e-06,12.164627125214828,0.97152,0.8372
cifar,trainUval,densenet,20,79,a1,1e-06,1e-06,13.07531338131561,0.94572,0.8322
cifar,val,densenet,20,103,a1,1e-06,1e-06,12.060684396061795,0.97674,0.8446
cifar,val,densenet,20,129,a1,1e-06,1e-06,13.776157412626844,0.99924,0.8679
cifar,val,densenet,20,154,a1,1e-06,1e-06,12.699035723147773,0.93066,0.8241
cifar,val,densenet,20,17,a1,1e-06,1e-06,11.085577999692077,0.82978,0.7672
cifar,val,densenet,20,23,a1,1e-06,1e-06,10.22384922390765,0.89836,0.805
cifar,val,densenet,20,49,a1,1e-06,1e-06,10.795664155349279,0.94834,0.8297
cifar,val,densenet,20,74,a1,1e-06,1e-06,11.890512954200489,0.9365,0.8252
cifar,val,densenet,20,9,a1,1e-06,1e-06,11.733854120217984,0.79738,0.7418
mnist,train,densenet,20,124,a1,1e-06,1e-06,8.393327480804608,0.9991166666666667,0.9711
mnist,train,densenet,20,14,a1,1e-06,1e-06,8.952905267731694,0.93995,0.9335
mnist,train,densenet,20,175,a1,1e-06,1e-06,6.194469122514697,0.9998666666666667,0.9728
mnist,train,densenet,20,1,a1,1e-06,1e-06,114.85213225055486,0.5747166666666667,0.5662
mnist,train,densenet,20,44,a1,1e-06,1e-06,8.971420443223593,0.9829833333333333,0.9651
mnist,train,densenet,20,6,a1,1e-06,1e-06,12.009458382293815,0.8936666666666667,0.8919
mnist,train,densenet,20,95,a1,1e-06,1e-06,9.578917865841625,0.9974,0.9716
mnist,trainUval,densenet,20,11,a1,1e-06,1e-06,10.707097764920036,0.91725,0.9115
mnist,trainUval,densenet,20,145,a1,1e-06,1e-06,8.867154100673652,0.9993166666666666,0.9722
mnist,trainUval,densenet,20,170,a1,1e-06,1e-06,9.290191214596376,0.9998333333333334,0.9724
mnist,trainUval,densenet,20,196,a1,1e-06,1e-06,9.749367823379806,0.99995,0.9729
mnist,trainUval,densenet,20,3,a1,1e-06,1e-06,17.69597559358226,0.84265,0.8433
mnist,trainUval,densenet,20,65,a1,1e-06,1e-06,9.52023056376359,0.9893,0.9673
mnist,trainUval,densenet,20,90,a1,1e-06,1e-06,9.228125910080564,0.9967,0.9704
mnist,val,densenet,20,115,a1,1e-06,1e-06,8.990160009762384,0.9990333333333333,0.9717
mnist,val,densenet,20,140,a1,1e-06,1e-06,9.004997534526993,0.9992833333333333,0.972
mnist,val,densenet,20,166,a1,1e-06,1e-06,9.590653608428234,0.9997333333333334,0.9726
mnist,val,densenet,20,191,a1,1e-06,1e-06,9.78400431738622,0.99995,0.9733
mnist,val,densenet,20,35,a1,1e-06,1e-06,9.698390087836401,0.9742833333333333,0.9598
mnist,val,densenet,20,60,a1,1e-06,1e-06,9.28505970409401,0.9887,0.9679
mnist,val,densenet,20,86,a1,1e-06,1e-06,8.531809671378717,0.9956,0.9701
cifar,train,resnet,20,110,a1,1e-06,1e-06,7.563565256047653,0.96668,0.8349
cifar,train,resnet,20,136,a1,1e-06,1e-06,3.33380527336589,0.99926,0.8641
cifar,train,resnet,20,161,a1,1e-06,1e-06,7.620841266277765,0.94256,0.829
cifar,train,resnet,20,187,a1,1e-06,1e-06,7.864383162361257,0.96248,0.8364
cifar,train,resnet,20,30,a1,1e-06,1e-06,9.218460630287979,0.92048,0.8275
cifar,train,resnet,20,56,a1,1e-06,1e-06,6.992898027972913,0.96268,0.8421
cifar,train,resnet,20,81,a1,1e-06,1e-06,11.323199901384655,0.91838,0.8128
cifar,trainUval,resnet,20,106,a1,1e-06,1e-06,12.75520419554745,0.96248,0.8327
cifar,trainUval,resnet,20,131,a1,1e-06,1e-06,14.272611708300303,0.9983,0.8594
cifar,trainUval,resnet,20,157,a1,1e-06,1e-06,12.052601662743669,0.91848,0.8064
cifar,trainUval,resnet,20,182,a1,1e-06,1e-06,12.68938350288807,0.94132,0.821
cifar,trainUval,resnet,20,26,a1,1e-06,1e-06,13.20471026869366,0.90542,0.8156
cifar,trainUval,resnet,20,51,a1,1e-06,1e-06,14.015253848598192,0.94496,0.8337
cifar,trainUval,resnet,20,77,a1,1e-06,1e-06,12.847249759171362,0.89282,0.797
cifar,val,resnet,20,101,a1,1e-06,1e-06,14.295741716381507,0.96376,0.8354
cifar,val,resnet,20,127,a1,1e-06,1e-06,13.852010767393807,0.99686,0.8576
cifar,val,resnet,20,152,a1,1e-06,1e-06,13.043922230042057,0.92792,0.8149
cifar,val,resnet,20,178,a1,1e-06,1e-06,10.703647920032871,0.9624,0.8409
cifar,val,resnet,20,21,a1,1e-06,1e-06,10.766073212942956,0.86588,0.8002
cifar,val,resnet,20,47,a1,1e-06,1e-06,11.55109708540052,0.92164,0.828
cifar,val,resnet,20,72,a1,1e-06,1e-06,12.546465101873707,0.90166,0.8073
cifar,val,resnet,20,98,a1,1e-06,1e-06,13.275706191586863,0.9471,0.8299
mnist,train,resnet,20,122,a1,1e-06,1e-06,3.6751363869401814,0.99995,0.9791
mnist,train,resnet,20,148,a1,1e-06,1e-06,3.591745943304801,0.9999666666666667,0.9802
mnist,train,resnet,20,173,a1,1e-06,1e-06,1.539022367965913,0.9999833333333333,0.9803
mnist,train,resnet,20,199,a1,1e-06,1e-06,0.6840444962069796,1.0,0.9806
mnist,train,resnet,20,42,a1,1e-06,1e-06,10.167267426164365,0.9953666666666666,0.9755
mnist,train,resnet,20,68,a1,1e-06,1e-06,8.072330725813792,0.9982,0.9776
mnist,train,resnet,20,93,a1,1e-06,1e-06,4.960506697464837,0.9997833333333334,0.9784
mnist,trainUval,resnet,20,118,a1,1e-06,1e-06,10.076085562076294,0.9999166666666667,0.9799
mnist,trainUval,resnet,20,143,a1,1e-06,1e-06,10.110967358035346,0.99995,0.9789
mnist,trainUval,resnet,20,169,a1,1e-06,1e-06,10.39520537096513,0.9999833333333333,0.9802
mnist,trainUval,resnet,20,194,a1,1e-06,1e-06,10.754306596507035,1.0,0.98
mnist,trainUval,resnet,20,38,a1,1e-06,1e-06,10.086178728498439,0.9931833333333333,0.9743
mnist,trainUval,resnet,20,63,a1,1e-06,1e-06,8.11975312172084,0.9983,0.9771
mnist,trainUval,resnet,20,89,a1,1e-06,1e-06,8.574765593329062,0.9996333333333334,0.979
mnist,val,resnet,20,113,a1,1e-06,1e-06,10.080089506458712,0.9999333333333333,0.9804
mnist,val,resnet,20,139,a1,1e-06,1e-06,10.51968700632517,0.99995,0.9792
mnist,val,resnet,20,164,a1,1e-06,1e-06,10.183181231479779,0.9999833333333333,0.9809
mnist,val,resnet,20,18,a1,1e-06,1e-06,7.104105670557601,0.9826833333333334,0.97
mnist,val,resnet,20,33,a1,1e-06,1e-06,7.793513352207725,0.9891666666666666,0.9736
mnist,val,resnet,20,59,a1,1e-06,1e-06,8.259404552592386,0.9981,0.9776
mnist,val,resnet,20,84,a1,1e-06,1e-06,9.358217582602293,0.9993,0.9785
cifar,train,vgg,20,109,a1,1e-06,1e-06,8.604578547179756,0.99376,0.9051
cifar,train,vgg,20,136,a1,1e-06,1e-06,3.242146857082844,0.9999,0.9155
cifar,train,vgg,20,170,a1,1e-06,1e-06,9.977915391326071,0.98424,0.8997
cifar,train,vgg,20,196,a1,1e-06,1e-06,11.8258326202656,0.99098,0.9004
cifar,train,vgg,20,3,a1,1e-06,1e-06,25.718975858791964,0.59712,0.5933
cifar,train,vgg,20,65,a1,1e-06,1e-06,8.737339615821838,0.9978,0.9078
cifar,train,vgg,20,90,a1,1e-06,1e-06,9.397216811776282,0.97922,0.892
cifar,trainUval,vgg,20,115,a1,1e-06,1e-06,17.486554495990276,0.9973,0.9078
cifar,trainUval,vgg,20,140,a1,1e-06,1e-06,19.700646467506886,0.99996,0.9158
cifar,trainUval,vgg,20,166,a1,1e-06,1e-06,14.6940764486815,0.9817,0.8936
cifar,trainUval,vgg,20,191,a1,1e-06,1e-06,14.894399940967702,0.98498,0.8959
cifar,trainUval,vgg,20,35,a1,1e-06,1e-06,14.897567421787812,0.90674,0.8526
cifar,trainUval,vgg,20,60,a1,1e-06,1e-06,18.321039475500584,0.99556,0.905
cifar,trainUval,vgg,20,86,a1,1e-06,1e-06,15.748860694468249,0.97518,0.8871
cifar,val,vgg,20,110,a1,1e-06,1e-06,16.89340062066924,0.99192,0.9003
cifar,val,vgg,20,136,a1,1e-06,1e-06,18.728234622627497,0.9999,0.9155
cifar,val,vgg,20,161,a1,1e-06,1e-06,17.037116706371364,0.97674,0.8889
cifar,val,vgg,20,187,a1,1e-06,1e-06,16.065646037463466,0.98224,0.8908
cifar,val,vgg,20,30,a1,1e-06,1e-06,16.045750037006712,0.96264,0.8882
cifar,val,vgg,20,56,a1,1e-06,1e-06,16.00089825689804,0.98996,0.8944
cifar,val,vgg,20,81,a1,1e-06,1e-06,14.13143679499683,0.9698,0.8888
mnist,train,vgg,20,106,a1,1e-06,1e-06,15.169851222875877,0.9980166666666667,0.9827
mnist,train,vgg,20,131,a1,1e-06,1e-06,10.731776382877797,0.9995333333333334,0.9848
mnist,train,vgg,20,157,a1,1e-06,1e-06,12.301273913257319,0.9979166666666667,0.9823
mnist,train,vgg,20,182,a1,1e-06,1e-06,6.401889179367572,0.9992666666666666,0.9851
mnist,train,vgg,20,26,a1,1e-06,1e-06,15.259350699508389,0.9712,0.9686
mnist,train,vgg,20,51,a1,1e-06,1e-06,15.907673894772309,0.9879166666666667,0.9794
mnist,train,vgg,20,77,a1,1e-06,1e-06,15.058596225300988,0.9863666666666666,0.9792
mnist,trainUval,vgg,20,101,a1,1e-06,1e-06,16.120251468017642,0.9963833333333333,0.9836
mnist,trainUval,vgg,20,127,a1,1e-06,1e-06,12.37636143904183,0.9993666666666666,0.9838
mnist,trainUval,vgg,20,152,a1,1e-06,1e-06,12.965363423529197,0.9949166666666667,0.9806
mnist,trainUval,vgg,20,178,a1,1e-06,1e-06,12.763764515795629,0.99925,0.985
mnist,trainUval,vgg,20,21,a1,1e-06,1e-06,16.329434024407853,0.9635833333333333,0.9614
mnist,trainUval,vgg,20,47,a1,1e-06,1e-06,15.636901905851495,0.9857,0.9787
mnist,trainUval,vgg,20,72,a1,1e-06,1e-06,16.300687215750486,0.98395,0.9741
mnist,trainUval,vgg,20,98,a1,1e-06,1e-06,16.04661376585136,0.9968,0.9854
mnist,val,vgg,20,122,a1,1e-06,1e-06,13.10929524950916,0.9987666666666667,0.9837
mnist,val,vgg,20,148,a1,1e-06,1e-06,12.305838059226517,0.9996166666666667,0.9844
mnist,val,vgg,20,173,a1,1e-06,1e-06,13.294192368746735,0.99915,0.9845
mnist,val,vgg,20,199,a1,1e-06,1e-06,15.314091499283677,0.9997166666666667,0.9859
mnist,val,vgg,20,42,a1,1e-06,1e-06,9.210721312526616,0.9813666666666667,0.9756
mnist,val,vgg,20,68,a1,1e-06,1e-06,9.269824396353563,0.9926333333333334,0.981
mnist,val,vgg,20,93,a1,1e-06,1e-06,10.58101668022573,0.9940333333333333,0.9804
cifar,train,wres,20,118,a1,1e-06,1e-06,2022.298806196142,0.98786,0.8193
cifar,train,wres,20,143,a1,1e-06,1e-06,4214.829238175762,0.99642,0.8373
cifar,train,wres,20,169,a1,1e-06,1e-06,242.6197255982063,0.95708,0.8074
cifar,train,wres,20,194,a1,1e-06,1e-06,144.11569845195692,0.97338,0.8079
cifar,train,wres,20,38,a1,1e-06,1e-06,1415.4486052117122,0.7561,0.7044
cifar,train,wres,20,63,a1,1e-06,1e-06,6935.290822449184,0.9671,0.7983
cifar,train,wres,20,89,a1,1e-06,1e-06,1322.0383196664698,0.9313,0.7994
cifar,trainUval,wres,20,113,a1,1e-06,1e-06,954.77851373036,0.97698,0.8067
cifar,trainUval,wres,20,139,a1,1e-06,1e-06,7099.458677174578,0.9957,0.8343
cifar,trainUval,wres,20,164,a1,1e-06,1e-06,225.24434087774875,0.94266,0.7952
cifar,trainUval,wres,20,18,a1,1e-06,1e-06,172.010667108465,0.6094,0.5874
cifar,trainUval,wres,20,33,a1,1e-06,1e-06,218.5003920061863,0.70006,0.6606
cifar,trainUval,wres,20,59,a1,1e-06,1e-06,3816.271372064284,0.94418,0.7918
cifar,trainUval,wres,20,84,a1,1e-06,1e-06,3515.2089027116667,0.9073,0.7862
cifar,val,wres,20,109,a1,1e-06,1e-06,389.48930002277336,0.9753,0.8095
cifar,val,wres,20,134,a1,1e-06,1e-06,829.485998219527,0.99586,0.8341
cifar,val,wres,20,15,a1,1e-06,1e-06,157.76551729534071,0.5547,0.5379
cifar,val,wres,20,185,a1,1e-06,1e-06,668.1056262612752,0.96528,0.8014
cifar,val,wres,20,29,a1,1e-06,1e-06,260.4290973275056,0.74876,0.6828
cifar,val,wres,20,54,a1,1e-06,1e-06,648.6171042173262,0.89006,0.7728
cifar,val,wres,20,7,a1,1e-06,1e-06,206.08509072908782,0.45842,0.4481
mnist,train,wres,20,104,a1,1e-06,1e-06,0.09951021856977604,1.0,0.9869
mnist,train,wres,20,142,a1,1e-06,1e-06,0.007325855869567022,1.0,0.9864
mnist,train,wres,20,35,a1,1e-06,1e-06,2.7382819408778687,0.9994333333333333,0.9817
mnist,train,wres,20,60,a1,1e-06,1e-06,0.01808404790062923,1.0,0.9852
mnist,train,wres,20,86,a1,1e-06,1e-06,0.3146036428952357,1.0,0.9841
mnist,trainUval,wres,20,110,a1,1e-06,1e-06,14.949722168210428,1.0,0.9868
mnist,trainUval,wres,20,136,a1,1e-06,1e-06,13.09038407728076,1.0,0.9858
mnist,trainUval,wres,20,161,a1,1e-06,1e-06,14.618644058732059,1.0,0.9869
mnist,trainUval,wres,20,187,a1,1e-06,1e-06,12.676402096258244,1.0,0.9865
mnist,trainUval,wres,20,30,a1,1e-06,1e-06,12.322460677327854,1.0,0.9842
mnist,trainUval,wres,20,56,a1,1e-06,1e-06,14.39197931286617,1.0,0.9856
mnist,trainUval,wres,20,81,a1,1e-06,1e-06,13.556296298716916,1.0,0.985
mnist,val,wres,20,106,a1,1e-06,1e-06,15.494726851931773,1.0,0.9858
mnist,val,wres,20,131,a1,1e-06,1e-06,14.881014085782226,1.0,0.9864
mnist,val,wres,20,157,a1,1e-06,1e-06,12.782472413731739,1.0,0.9872
mnist,val,wres,20,182,a1,1e-06,1e-06,12.312201414024457,1.0,0.9858
mnist,val,wres,20,26,a1,1e-06,1e-06,12.45049186120741,1.0,0.9846
mnist,val,wres,20,51,a1,1e-06,1e-06,13.226279813723522,1.0,0.9851
mnist,val,wres,20,77,a1,1e-06,1e-06,15.508259957743576,1.0,0.9853
cifar,train,densenet,20,113,a1,1e-06,1e-06,6.190040433618634,0.9916,0.8591
cifar,train,densenet,20,139,a1,1e-06,1e-06,2.752630888098942,0.99984,0.8728
cifar,train,densenet,20,164,a1,1e-06,1e-06,7.859172483106704,0.95514,0.8371
cifar,train,densenet,20,18,a1,1e-06,1e-06,11.373398778445619,0.8368,0.7736
cifar,train,densenet,20,33,a1,1e-06,1e-06,10.43022987682943,0.86782,0.7872
cifar,train,densenet,20,59,a1,1e-06,1e-06,6.01959579904819,0.98814,0.8401
cifar,train,densenet,20,84,a1,1e-06,1e-06,7.779113350927943,0.9396,0.8237
cifar,trainUval,densenet,20,109,a1,1e-06,1e-06,12.65719915871864,0.98506,0.854
cifar,trainUval,densenet,20,134,a1,1e-06,1e-06,13.02054836640599,0.99978,0.8742
cifar,trainUval,densenet,20,15,a1,1e-06,1e-06,13.364454910060957,0.79922,0.7518
cifar,trainUval,densenet,20,185,a1,1e-06,1e-06,13.097382894347504,0.96006,0.8409
cifar,trainUval,densenet,20,29,a1,1e-06,1e-06,11.63631010903348,0.93514,0.8209
cifar,trainUval,densenet,20,54,a1,1e-06,1e-06,12.40031851017244,0.97042,0.8344
cifar,trainUval,densenet,20,7,a1,1e-06,1e-06,13.81488402885725,0.7675,0.7185
cifar,val,densenet,20,104,a1,1e-06,1e-06,12.563894137772948,0.97998,0.8445
cifar,val,densenet,20,12,a1,1e-06,1e-06,11.204075639963662,0.74626,0.7048
cifar,val,densenet,20,155,a1,1e-06,1e-06,10.891803190571864,0.93492,0.8197
cifar,val,densenet,20,180,a1,1e-06,1e-06,12.83169785102507,0.97328,0.852
cifar,val,densenet,20,24,a1,1e-06,1e-06,12.018168333395941,0.90872,0.8084
cifar,val,densenet,20,4,a1,1e-06,1e-06,14.37231598184735,0.68248,0.6535
cifar,val,densenet,20,75,a1,1e-06,1e-06,12.041817881546933,0.92906,0.8181
mnist,train,densenet,20,0,a1,1e-06,1e-06,11.776174187660217,0.09813333333333334,0.096
mnist,train,densenet,20,125,a1,1e-06,1e-06,8.613884642275714,0.9991666666666666,0.9721
mnist,train,densenet,20,150,a1,1e-06,1e-06,8.420839338726985,0.9992833333333333,0.9721
mnist,train,densenet,20,176,a1,1e-06,1e-06,5.956152451980891,0.9998833333333333,0.9726
mnist,train,densenet,20,200,a1,1e-06,1e-06,4.809594890913786,0.9999833333333333,0.9736
mnist,train,densenet,20,45,a1,1e-06,1e-06,9.24041787604395,0.9833666666666666,0.9656
mnist,train,densenet,20,70,a1,1e-06,1e-06,9.00977493838721,0.9893666666666666,0.9677
mnist,train,densenet,20,96,a1,1e-06,1e-06,9.157092547397049,0.99755,0.9712
mnist,trainUval,densenet,20,120,a1,1e-06,1e-06,9.25029254650434,0.9991833333333333,0.9718
mnist,trainUval,densenet,20,146,a1,1e-06,1e-06,8.915867018573806,0.9992666666666666,0.9715
mnist,trainUval,densenet,20,171,a1,1e-06,1e-06,9.88856809107277,0.99985,0.9727
mnist,trainUval,densenet,20,197,a1,1e-06,1e-06,9.668405341116596,0.99995,0.9729
mnist,trainUval,densenet,20,40,a1,1e-06,1e-06,9.395506852693075,0.9793,0.9645
mnist,trainUval,densenet,20,66,a1,1e-06,1e-06,9.275699132239907,0.9892833333333333,0.9674
mnist,trainUval,densenet,20,91,a1,1e-06,1e-06,9.16752177623551,0.9967166666666667,0.9708
mnist,val,densenet,20,116,a1,1e-06,1e-06,9.139115160693457,0.99905,0.9717
mnist,val,densenet,20,141,a1,1e-06,1e-06,9.195258902560887,0.9993,0.972
mnist,val,densenet,20,167,a1,1e-06,1e-06,9.890028493687886,0.9998166666666667,0.972
mnist,val,densenet,20,192,a1,1e-06,1e-06,9.564079181886811,0.99995,0.9722
mnist,val,densenet,20,36,a1,1e-06,1e-06,9.375921871211062,0.9750666666666666,0.961
mnist,val,densenet,20,61,a1,1e-06,1e-06,9.318245934328395,0.9891333333333333,0.9677
mnist,val,densenet,20,87,a1,1e-06,1e-06,8.579523408556923,0.9958333333333333,0.9708
cifar,train,resnet,20,111,a1,1e-06,1e-06,6.539190714612637,0.97882,0.8458
cifar,train,resnet,20,137,a1,1e-06,1e-06,2.609644685533638,0.99934,0.8636
cifar,train,resnet,20,162,a1,1e-06,1e-06,9.929944241679216,0.93898,0.8233
cifar,train,resnet,20,188,a1,1e-06,1e-06,7.717978553528852,0.96588,0.8388
cifar,train,resnet,20,31,a1,1e-06,1e-06,12.02487606244685,0.8201,0.7595
cifar,train,resnet,20,57,a1,1e-06,1e-06,6.7981330937908595,0.9633,0.8366
cifar,train,resnet,20,82,a1,1e-06,1e-06,9.330075806576382,0.92996,0.8222
cifar,trainUval,resnet,20,107,a1,1e-06,1e-06,14.173465019162215,0.96778,0.8374
cifar,trainUval,resnet,20,132,a1,1e-06,1e-06,14.590663849942693,0.99874,0.8619
cifar,trainUval,resnet,20,158,a1,1e-06,1e-06,12.634274359030158,0.93494,0.8184
cifar,trainUval,resnet,20,183,a1,1e-06,1e-06,11.83934859636242,0.9629,0.8329
cifar,trainUval,resnet,20,27,a1,1e-06,1e-06,12.750425064138327,0.91528,0.8261
cifar,trainUval,resnet,20,52,a1,1e-06,1e-06,12.407457168008882,0.9421,0.8259
cifar,trainUval,resnet,20,78,a1,1e-06,1e-06,13.799830749163469,0.90842,0.8159
cifar,val,resnet,20,102,a1,1e-06,1e-06,14.720800656466075,0.96218,0.8388
cifar,val,resnet,20,128,a1,1e-06,1e-06,14.588641438981213,0.99734,0.8602
cifar,val,resnet,20,153,a1,1e-06,1e-06,10.706316953636168,0.92772,0.8103
cifar,val,resnet,20,179,a1,1e-06,1e-06,11.901745638535658,0.949,0.8277
cifar,val,resnet,20,22,a1,1e-06,1e-06,10.449501759946969,0.87082,0.8007
cifar,val,resnet,20,48,a1,1e-06,1e-06,12.709034555158453,0.92014,0.8236
cifar,val,resnet,20,73,a1,1e-06,1e-06,12.265970418227425,0.90622,0.8144
cifar,val,resnet,20,99,a1,1e-06,1e-06,12.57174596005897,0.95556,0.8324
mnist,train,resnet,20,123,a1,1e-06,1e-06,3.803231992707147,0.99995,0.9784
mnist,train,resnet,20,149,a1,1e-06,1e-06,3.5667348556979235,0.99995,0.9802
mnist,train,resnet,20,174,a1,1e-06,1e-06,1.5553984012626643,0.9999833333333333,0.9801
mnist,train,resnet,20,19,a1,1e-06,1e-06,11.5810323396135,0.9833166666666666,0.9713
mnist,train,resnet,20,43,a1,1e-06,1e-06,9.661605676871986,0.9955666666666667,0.9756
mnist,train,resnet,20,69,a1,1e-06,1e-06,8.201861438863276,0.9984333333333333,0.9772
mnist,train,resnet,20,94,a1,1e-06,1e-06,4.914415764524428,0.99975,0.9782
mnist,trainUval,resnet,20,119,a1,1e-06,1e-06,9.808622476815636,0.9999333333333333,0.9797
mnist,trainUval,resnet,20,144,a1,1e-06,1e-06,10.354265842844718,0.9999666666666667,0.9798
mnist,trainUval,resnet,20,16,a1,1e-06,1e-06,11.274550537378445,0.9793166666666666,0.9675
mnist,trainUval,resnet,20,195,a1,1e-06,1e-06,11.208031766709837,1.0,0.9804
mnist,trainUval,resnet,20,39,a1,1e-06,1e-06,10.568689717053907,0.9935666666666667,0.9749
mnist,trainUval,resnet,20,64,a1,1e-06,1e-06,8.38599392532035,0.9982333333333333,0.9774
mnist,trainUval,resnet,20,8,a1,1e-06,1e-06,11.835830128705311,0.9614833333333334,0.9564
mnist,val,resnet,20,114,a1,1e-06,1e-06,9.963534797320051,0.9999333333333333,0.9799
mnist,val,resnet,20,13,a1,1e-06,1e-06,7.355332786909685,0.97185,0.9637
mnist,val,resnet,20,165,a1,1e-06,1e-06,11.337817313482503,0.9999833333333333,0.9796
mnist,val,resnet,20,190,a1,1e-06,1e-06,10.567644798598167,1.0,0.9802
mnist,val,resnet,20,34,a1,1e-06,1e-06,8.234042162121398,0.9902833333333333,0.9741
mnist,val,resnet,20,5,a1,1e-06,1e-06,7.147274146609561,0.955,0.9473
mnist,val,resnet,20,85,a1,1e-06,1e-06,9.053395477569147,0.9994,0.9794
cifar,train,vgg,20,10,a1,1e-06,1e-06,16.520140393169527,0.8369,0.8069
cifar,train,vgg,20,137,a1,1e-06,1e-06,4.201115764677525,0.99988,0.917
cifar,train,vgg,20,171,a1,1e-06,1e-06,10.147311899811037,0.98144,0.893
cifar,train,vgg,20,197,a1,1e-06,1e-06,10.909790664911725,0.98868,0.8985
cifar,train,vgg,20,40,a1,1e-06,1e-06,11.180551037184244,0.94386,0.88
cifar,train,vgg,20,66,a1,1e-06,1e-06,8.18595640361309,0.99806,0.9068
cifar,train,vgg,20,91,a1,1e-06,1e-06,10.924219325186897,0.98604,0.8991
cifar,trainUval,vgg,20,116,a1,1e-06,1e-06,19.48452190309763,0.99648,0.9049
cifar,trainUval,vgg,20,141,a1,1e-06,1e-06,19.42091589421034,0.99996,0.9167
cifar,trainUval,vgg,20,167,a1,1e-06,1e-06,16.888773217797848,0.98152,0.8944
cifar,trainUval,vgg,20,192,a1,1e-06,1e-06,14.071775943040905,0.98436,0.8964
cifar,trainUval,vgg,20,36,a1,1e-06,1e-06,16.367859535476327,0.92384,0.8657
cifar,trainUval,vgg,20,61,a1,1e-06,1e-06,20.115051493048668,0.99618,0.9034
cifar,trainUval,vgg,20,87,a1,1e-06,1e-06,15.129495680333207,0.97412,0.8865
cifar,val,vgg,20,111,a1,1e-06,1e-06,19.908669449389436,0.9947,0.9032
cifar,val,vgg,20,137,a1,1e-06,1e-06,18.79537952877581,0.99988,0.917
cifar,val,vgg,20,162,a1,1e-06,1e-06,13.285908229618144,0.97306,0.8863
cifar,val,vgg,20,188,a1,1e-06,1e-06,13.31659670919575,0.98552,0.8974
cifar,val,vgg,20,31,a1,1e-06,1e-06,14.816872750637948,0.86278,0.8139
cifar,val,vgg,20,57,a1,1e-06,1e-06,18.548208255320795,0.99106,0.9006
cifar,val,vgg,20,82,a1,1e-06,1e-06,14.180919468410153,0.96998,0.884
mnist,train,vgg,20,107,a1,1e-06,1e-06,14.918062608569016,0.9976666666666667,0.9829
mnist,train,vgg,20,132,a1,1e-06,1e-06,10.07870426142199,0.9994,0.9846
mnist,train,vgg,20,158,a1,1e-06,1e-06,13.843904064560803,0.9954833333333334,0.9824
mnist,train,vgg,20,183,a1,1e-06,1e-06,7.760374834411778,0.9994333333333333,0.9846
mnist,train,vgg,20,27,a1,1e-06,1e-06,14.932467721520993,0.97055,0.968
mnist,train,vgg,20,52,a1,1e-06,1e-06,16.584474775440242,0.988,0.9787
mnist,train,vgg,20,78,a1,1e-06,1e-06,18.20142092820538,0.9873166666666666,0.9767
mnist,trainUval,vgg,20,102,a1,1e-06,1e-06,16.693317943938382,0.9971666666666666,0.9831
mnist,trainUval,vgg,20,128,a1,1e-06,1e-06,12.415062463687718,0.9994,0.9848
mnist,trainUval,vgg,20,153,a1,1e-06,1e-06,12.851512420224026,0.99525,0.9809
mnist,trainUval,vgg,20,179,a1,1e-06,1e-06,17.199375271626195,0.9989666666666667,0.9847
