dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,minima,cps,train_acc,val_acc
mnist,train,densenet,20,166,a1,1e-06,1e-06,7.176148921359868,113,218,0.9997333333333334,0.9726
mnist,trainUval,densenet,20,124,a1,1e-06,1e-06,9.324389530547819,144,281,0.9991166666666667,0.9711
mnist,trainUval,densenet,20,194,a1,1e-06,1e-06,9.603315409049287,101,198,0.99995,0.9728
mnist,trainUval,densenet,20,170,a1,1e-06,1e-06,9.290191492781446,127,247,0.9998333333333334,0.9724
mnist,trainUval,densenet,20,78,a1,1e-06,1e-06,9.198216527683144,175,335,0.9930833333333333,0.9693
mnist,val,densenet,20,84,a1,1e-06,1e-06,8.714890375799087,48,93,0.9950166666666667,0.9706
mnist,val,densenet,20,50,a1,1e-06,1e-06,9.278134805067566,50,95,0.9860666666666666,0.9662
mnist,val,densenet,20,61,a1,1e-06,1e-06,9.318246128498686,50,95,0.9891333333333333,0.9677
cifar,train,densenet,20,162,a1,1e-06,1e-06,8.593317624929796,120,233,0.95344,0.8347
cifar,train,densenet,20,98,a1,1e-06,1e-06,6.410839692934019,149,294,0.97412,0.846
cifar,train,densenet,20,198,a1,1e-06,1e-06,7.640662965392494,190,369,0.97122,0.8468
cifar,train,densenet,20,86,a1,1e-06,1e-06,9.362504385585908,133,259,0.93656,0.8246
cifar,trainUval,densenet,20,146,a1,1e-06,1e-06,13.657216658019934,426,831,0.99988,0.8741
cifar,trainUval,densenet,20,82,a1,1e-06,1e-06,11.904694758996811,132,261,0.94636,0.8248
cifar,trainUval,densenet,20,69,a1,1e-06,1e-06,13.556597362052116,117,233,0.99728,0.8496
cifar,trainUval,densenet,20,154,a1,1e-06,1e-06,12.594859243916744,143,277,0.93066,0.8241
cifar,val,densenet,20,94,a1,1e-06,1e-06,12.14329727862264,44,87,0.95706,0.8313
cifar,val,densenet,20,7,a1,1e-06,1e-06,10.512910137731524,62,122,0.7675,0.7185
cifar,val,densenet,20,125,a1,1e-06,1e-06,13.847123297709231,77,152,0.99836,0.8659
cifar,val,densenet,20,140,a1,1e-06,1e-06,13.04575214620354,85,168,0.99982,0.874
mnist,train,resnet,20,131,a1,1e-06,1e-06,3.5233292616164817,63,124,0.99995,0.9795
mnist,train,resnet,20,4,a1,1e-06,1e-06,11.310333012426781,204,394,0.9503166666666667,0.9468
mnist,train,resnet,20,167,a1,1e-06,1e-06,2.265045819256102,49,95,0.9999833333333333,0.9802
mnist,train,resnet,20,68,a1,1e-06,1e-06,8.072330904397518,139,271,0.9982,0.9776
mnist,trainUval,resnet,20,137,a1,1e-06,1e-06,10.335338227220745,84,162,0.9999666666666667,0.9803
mnist,trainUval,resnet,20,64,a1,1e-06,1e-06,8.38599350789741,143,280,0.9982333333333333,0.9774
mnist,trainUval,resnet,20,171,a1,1e-06,1e-06,10.37790136251374,60,116,0.9999666666666667,0.9804
mnist,trainUval,resnet,20,174,a1,1e-06,1e-06,10.957024047080608,59,116,0.9999833333333333,0.9801
mnist,val,resnet,20,60,a1,1e-06,1e-06,8.33795594205003,39,75,0.9982333333333333,0.9776
mnist,val,resnet,20,87,a1,1e-06,1e-06,8.656138929288886,28,55,0.9996,0.9784
mnist,val,resnet,20,55,a1,1e-06,1e-06,8.56393901005572,38,73,0.9979833333333333,0.9779
mnist,val,resnet,20,21,a1,1e-06,1e-06,7.781307171169715,54,102,0.9854333333333334,0.9708
cifar,train,resnet,20,99,a1,1e-06,1e-06,10.344121712755054,97,193,0.95556,0.8324
cifar,train,resnet,20,81,a1,1e-06,1e-06,11.323199727787369,118,231,0.91838,0.8128
cifar,train,resnet,20,138,a1,1e-06,1e-06,2.7180223040550118,133,258,0.99948,0.8659
cifar,train,resnet,20,12,a1,1e-06,1e-06,25.484240448013225,141,277,0.74782,0.7113
cifar,trainUval,resnet,20,49,a1,1e-06,1e-06,12.458016696114896,150,297,0.92904,0.8285
cifar,trainUval,resnet,20,36,a1,1e-06,1e-06,11.713981693260507,144,286,0.86232,0.798
cifar,trainUval,resnet,20,6,a1,1e-06,1e-06,13.180558459994245,145,288,0.74282,0.7149
cifar,val,resnet,20,42,a1,1e-06,1e-06,13.134430900816596,51,101,0.89526,0.8109
cifar,val,resnet,20,93,a1,1e-06,1e-06,11.401411550649755,49,96,0.94996,0.8291
cifar,val,resnet,20,28,a1,1e-06,1e-06,13.039218296254376,51,101,0.91558,0.8236
cifar,val,resnet,20,129,a1,1e-06,1e-06,14.16682341082651,38,74,0.99806,0.857
mnist,train,densenet,20,32,a1,1e-06,1e-06,8.873627014337671,174,336,0.9686166666666667,0.958
mnist,train,densenet,20,142,a1,1e-06,1e-06,8.750957619036512,125,240,0.9993166666666666,0.972
mnist,train,densenet,20,108,a1,1e-06,1e-06,9.195287888945813,142,272,0.9985833333333334,0.972
mnist,train,densenet,20,85,a1,1e-06,1e-06,9.15628513917818,158,304,0.9951833333333333,0.9696
mnist,trainUval,densenet,20,122,a1,1e-06,1e-06,9.186332086275684,134,260,0.9991,0.9722
mnist,trainUval,densenet,20,118,a1,1e-06,1e-06,9.151418894205563,147,283,0.99905,0.9717
mnist,trainUval,densenet,20,112,a1,1e-06,1e-06,9.257068734330232,149,286,0.9987666666666667,0.9715
mnist,trainUval,densenet,20,48,a1,1e-06,1e-06,9.385800402230416,183,351,0.9853,0.9658
mnist,val,densenet,20,41,a1,1e-06,1e-06,9.175640197546272,50,97,0.9806166666666667,0.9652
mnist,val,densenet,20,91,a1,1e-06,1e-06,8.92794545022798,45,88,0.9967166666666667,0.9708
mnist,val,densenet,20,163,a1,1e-06,1e-06,9.939785659074914,37,72,0.9997333333333334,0.9729
cifar,train,densenet,20,0,a1,1e-06,1e-06,140.61403822898865,1202,2293,0.09992,0.0998
cifar,train,densenet,20,116,a1,1e-06,1e-06,7.086396905184301,236,456,0.99456,0.8565
cifar,train,densenet,20,45,a1,1e-06,1e-06,7.7737778194776865,132,262,0.9211,0.8124
cifar,train,densenet,20,59,a1,1e-06,1e-06,6.019595980692543,127,247,0.98814,0.8401
cifar,trainUval,densenet,20,10,a1,1e-06,1e-06,12.234463292415967,221,437,0.80224,0.7419
cifar,trainUval,densenet,20,23,a1,1e-06,1e-06,10.476606106939244,153,302,0.89836,0.805
cifar,trainUval,densenet,20,186,a1,1e-06,1e-06,12.58976490418354,181,350,0.96126,0.8371
cifar,trainUval,densenet,20,164,a1,1e-06,1e-06,11.6873483201216,114,225,0.95514,0.8371
cifar,val,densenet,20,160,a1,1e-06,1e-06,11.342447655964406,40,79,0.94022,0.8277
cifar,val,densenet,20,152,a1,1e-06,1e-06,11.05139324971924,44,87,0.9232,0.8182
cifar,val,densenet,20,185,a1,1e-06,1e-06,13.074929479403409,47,92,0.96006,0.8409
cifar,val,densenet,20,102,a1,1e-06,1e-06,13.398872980780197,56,110,0.97562,0.8453
mnist,train,resnet,20,11,a1,1e-06,1e-06,11.269887460939572,207,406,0.9661833333333333,0.9602
mnist,train,resnet,20,44,a1,1e-06,1e-06,9.316003055457372,166,323,0.9958666666666667,0.9765
mnist,train,resnet,20,72,a1,1e-06,1e-06,7.9197426566335025,139,271,0.9984166666666666,0.9769
mnist,train,resnet,20,3,a1,1e-06,1e-06,10.183719898075651,225,435,0.9404,0.9384
mnist,trainUval,resnet,20,25,a1,1e-06,1e-06,10.847488255425105,209,404,0.9868,0.9717
mnist,trainUval,resnet,20,77,a1,1e-06,1e-06,8.291566685016733,132,258,0.9990333333333333,0.9775
mnist,trainUval,resnet,20,39,a1,1e-06,1e-06,10.568689392922806,188,366,0.9935666666666667,0.9749
mnist,trainUval,resnet,20,89,a1,1e-06,1e-06,8.574765545169953,103,202,0.9996333333333334,0.979
mnist,val,resnet,20,132,a1,1e-06,1e-06,10.415947748268763,23,45,0.99995,0.9803
mnist,val,resnet,20,151,a1,1e-06,1e-06,9.865038339714715,22,43,0.9999666666666667,0.9801
mnist,val,resnet,20,165,a1,1e-06,1e-06,11.337817065484728,23,45,0.9999833333333333,0.9796
mnist,val,resnet,20,177,a1,1e-06,1e-06,10.88952910035232,20,39,0.9999833333333333,0.9807
cifar,train,resnet,20,191,a1,1e-06,1e-06,8.693378925539946,142,279,0.96054,0.8342
cifar,train,resnet,20,83,a1,1e-06,1e-06,11.009550589297532,145,284,0.9146,0.8101
cifar,train,resnet,20,80,a1,1e-06,1e-06,10.46262571238185,114,223,0.91468,0.8179
cifar,train,resnet,20,57,a1,1e-06,1e-06,6.798133071853954,90,177,0.9633,0.8366
cifar,trainUval,resnet,20,172,a1,1e-06,1e-06,11.21553323649755,111,218,0.95134,0.8302
cifar,trainUval,resnet,20,66,a1,1e-06,1e-06,17.74660754086858,48,95,0.98866,0.8447
cifar,trainUval,resnet,20,145,a1,1e-06,1e-06,14.843077729272295,129,252,0.99974,0.8628
cifar,val,resnet,20,70,a1,1e-06,1e-06,18.118998492340097,18,35,0.9899,0.8448
cifar,val,resnet,20,144,a1,1e-06,1e-06,14.945008819479312,54,106,0.9997,0.8657
cifar,val,resnet,20,199,a1,1e-06,1e-06,11.686345327025265,63,120,0.96606,0.8303
cifar,val,resnet,20,74,a1,1e-06,1e-06,13.92680624490572,52,102,0.90912,0.8113
mnist,train,densenet,20,192,a1,1e-06,1e-06,4.427076808791298,95,183,0.99995,0.9722
mnist,train,densenet,20,120,a1,1e-06,1e-06,8.774119123961668,133,262,0.9991833333333333,0.9718
mnist,train,densenet,20,196,a1,1e-06,1e-06,4.678153439218022,101,200,0.99995,0.9729
mnist,train,densenet,20,8,a1,1e-06,1e-06,11.413459521427285,185,355,0.9030833333333333,0.8985
mnist,trainUval,densenet,20,147,a1,1e-06,1e-06,8.808374964904374,145,284,0.9993166666666666,0.9726
mnist,trainUval,densenet,20,37,a1,1e-06,1e-06,9.770013322077602,166,321,0.9767833333333333,0.9623
mnist,trainUval,densenet,20,14,a1,1e-06,1e-06,9.26612700140322,194,375,0.93995,0.9335
mnist,trainUval,densenet,20,159,a1,1e-06,1e-06,9.582995336609542,110,216,0.9996666666666667,0.972
mnist,val,densenet,20,123,a1,1e-06,1e-06,9.054119092173323,43,82,0.9991333333333333,0.9713
mnist,val,densenet,20,100,a1,1e-06,1e-06,9.091045365256377,49,93,0.9982333333333333,0.9711
mnist,val,densenet,20,31,a1,1e-06,1e-06,9.502196052640102,35,68,0.9668166666666667,0.9562
cifar,train,densenet,20,182,a1,1e-06,1e-06,7.918240319722486,132,261,0.96946,0.8493
cifar,train,densenet,20,117,a1,1e-06,1e-06,8.25092765182444,237,462,0.99452,0.8575
cifar,train,densenet,20,187,a1,1e-06,1e-06,6.766124347551113,134,260,0.97474,0.8487
cifar,train,densenet,20,134,a1,1e-06,1e-06,3.6209025889935447,381,734,0.99978,0.8742
cifar,trainUval,densenet,20,143,a1,1e-06,1e-06,13.244722066147915,412,800,0.99988,0.8755
cifar,trainUval,densenet,20,18,a1,1e-06,1e-06,11.32096947544585,146,290,0.8368,0.7736
cifar,trainUval,densenet,20,180,a1,1e-06,1e-06,12.845339434470134,162,313,0.97328,0.852
cifar,trainUval,densenet,20,155,a1,1e-06,1e-06,10.952606773674233,136,268,0.93492,0.8197
cifar,val,densenet,20,103,a1,1e-06,1e-06,12.060684690225912,47,93,0.97674,0.8446
cifar,val,densenet,20,30,a1,1e-06,1e-06,11.272569377057607,43,85,0.93554,0.8197
cifar,val,densenet,20,73,a1,1e-06,1e-06,10.990605509535271,55,107,0.91884,0.8111
cifar,val,densenet,20,109,a1,1e-06,1e-06,12.663438108751961,66,127,0.98506,0.854
mnist,train,resnet,20,76,a1,1e-06,1e-06,7.915337666086202,115,226,0.9989,0.9779
mnist,train,resnet,20,197,a1,1e-06,1e-06,0.685818780100476,46,89,1.0,0.9805
mnist,train,resnet,20,178,a1,1e-06,1e-06,1.4056161134944887,47,89,0.9999833333333333,0.9807
mnist,train,resnet,20,190,a1,1e-06,1e-06,0.8121190571430361,51,98,1.0,0.9802
mnist,trainUval,resnet,20,13,a1,1e-06,1e-06,11.18974362279755,234,460,0.97185,0.9637
mnist,trainUval,resnet,20,95,a1,1e-06,1e-06,9.346626628762237,90,178,0.9997833333333334,0.9792
mnist,trainUval,resnet,20,136,a1,1e-06,1e-06,10.36217276262039,72,142,0.99995,0.9799
mnist,trainUval,resnet,20,184,a1,1e-06,1e-06,11.181819653828029,45,88,0.9999833333333333,0.9803
mnist,val,resnet,20,139,a1,1e-06,1e-06,10.51968659413376,26,51,0.99995,0.9792
mnist,val,resnet,20,51,a1,1e-06,1e-06,8.236812444163661,43,84,0.9974,0.9764
mnist,val,resnet,20,153,a1,1e-06,1e-06,10.44227016533398,22,43,0.9999833333333333,0.9792
mnist,val,resnet,20,113,a1,1e-06,1e-06,10.080089047554793,27,53,0.9999333333333333,0.9804
cifar,train,resnet,20,168,a1,1e-06,1e-06,8.945149795772522,113,224,0.94994,0.8323
cifar,train,resnet,20,161,a1,1e-06,1e-06,7.620841480127297,116,229,0.94256,0.829
cifar,train,resnet,20,105,a1,1e-06,1e-06,9.707018427287721,85,165,0.9638,0.8364
cifar,train,resnet,20,46,a1,1e-06,1e-06,8.869071028565031,132,260,0.91028,0.8139
cifar,trainUval,resnet,20,24,a1,1e-06,1e-06,12.53385530610285,146,288,0.89018,0.8102
cifar,trainUval,resnet,20,40,a1,1e-06,1e-06,12.574722115625264,150,296,0.8865,0.8067
cifar,trainUval,resnet,20,121,a1,1e-06,1e-06,14.140148947193211,117,231,0.99174,0.8538
cifar,val,resnet,20,71,a1,1e-06,1e-06,12.241229179499896,52,103,0.89708,0.8014
cifar,val,resnet,20,17,a1,1e-06,1e-06,12.453209589371,53,104,0.81926,0.7725
cifar,val,resnet,20,1,a1,1e-06,1e-06,25.91989881866175,83,163,0.492,0.4807
cifar,val,resnet,20,183,a1,1e-06,1e-06,11.810538417424596,46,91,0.9629,0.8329
mnist,train,densenet,20,128,a1,1e-06,1e-06,8.228316492115937,133,257,0.9992333333333333,0.9714
mnist,train,densenet,20,52,a1,1e-06,1e-06,9.401985612867065,164,314,0.98715,0.9679
mnist,train,densenet,20,47,a1,1e-06,1e-06,9.299167756347288,159,304,0.9844666666666667,0.9658
mnist,train,densenet,20,67,a1,1e-06,1e-06,8.635092041216126,155,297,0.9892666666666666,0.968
mnist,trainUval,densenet,20,19,a1,1e-06,1e-06,9.290886208461416,181,350,0.9571833333333334,0.9478
mnist,trainUval,densenet,20,79,a1,1e-06,1e-06,9.510770119791005,177,345,0.99305,0.9695
mnist,trainUval,densenet,20,200,a1,1e-06,1e-06,9.527830357796688,89,173,0.9999833333333333,0.9736
mnist,trainUval,densenet,20,35,a1,1e-06,1e-06,9.76732993779251,171,332,0.9742833333333333,0.9598
mnist,val,densenet,20,189,a1,1e-06,1e-06,9.586525013984783,33,64,0.9999666666666667,0.972
mnist,val,densenet,20,15,a1,1e-06,1e-06,9.611122775175318,35,68,0.9457,0.9373
mnist,val,densenet,20,43,a1,1e-06,1e-06,9.072466742437427,44,84,0.98205,0.9649
cifar,train,densenet,20,16,a1,1e-06,1e-06,9.436010673462533,158,307,0.82494,0.7735
cifar,train,densenet,20,119,a1,1e-06,1e-06,5.200782101442087,286,556,0.99594,0.8625
cifar,train,densenet,20,20,a1,1e-06,1e-06,12.87120482412547,122,240,0.86552,0.792
cifar,train,densenet,20,104,a1,1e-06,1e-06,7.45150338667338,139,272,0.97998,0.8445
cifar,trainUval,densenet,20,65,a1,1e-06,1e-06,13.32245735874551,128,249,0.9967,0.8489
cifar,trainUval,densenet,20,150,a1,1e-06,1e-06,13.324036616528247,426,826,0.9999,0.8752
cifar,trainUval,densenet,20,34,a1,1e-06,1e-06,12.373174496637944,142,279,0.85462,0.7817
cifar,trainUval,densenet,20,106,a1,1e-06,1e-06,13.415815147827516,197,386,0.98184,0.8491
cifar,val,densenet,20,193,a1,1e-06,1e-06,11.980640546334143,57,111,0.96282,0.8354
cifar,val,densenet,20,141,a1,1e-06,1e-06,13.118920277120424,92,177,0.99984,0.8746
cifar,val,densenet,20,27,a1,1e-06,1e-06,11.189334293916545,54,105,0.92928,0.8185
cifar,val,densenet,20,33,a1,1e-06,1e-06,11.627407101380186,51,101,0.86782,0.7872
mnist,train,resnet,20,173,a1,1e-06,1e-06,1.53902233078486,52,102,0.9999833333333333,0.9803
mnist,train,resnet,20,115,a1,1e-06,1e-06,3.926174441906369,67,132,0.99995,0.9794
mnist,train,resnet,20,195,a1,1e-06,1e-06,0.6842912924137181,44,86,1.0,0.9804
mnist,train,resnet,20,9,a1,1e-06,1e-06,11.495887992464759,206,400,0.9620166666666666,0.9556
mnist,trainUval,resnet,20,26,a1,1e-06,1e-06,10.916861233154009,208,407,0.9872333333333333,0.972
mnist,trainUval,resnet,20,5,a1,1e-06,1e-06,10.823761453529187,219,424,0.955,0.9473
mnist,trainUval,resnet,20,75,a1,1e-06,1e-06,8.585011215867098,135,258,0.9988166666666667,0.9769
mnist,trainUval,resnet,20,166,a1,1e-06,1e-06,10.07486646795121,69,130,0.9999833333333333,0.98
mnist,val,resnet,20,124,a1,1e-06,1e-06,10.408621043033918,25,49,0.9999666666666667,0.9801
mnist,val,resnet,20,194,a1,1e-06,1e-06,10.818343977943414,19,37,1.0,0.98
mnist,val,resnet,20,170,a1,1e-06,1e-06,10.442974238337456,22,43,0.9999833333333333,0.9798
mnist,val,resnet,20,78,a1,1e-06,1e-06,8.479459990580608,36,69,0.9989833333333333,0.9787
cifar,train,resnet,20,84,a1,1e-06,1e-06,8.8319489329225,120,238,0.92684,0.8245
cifar,train,resnet,20,50,a1,1e-06,1e-06,8.267538768230906,121,238,0.9299,0.8221
cifar,train,resnet,20,61,a1,1e-06,1e-06,7.676932197976839,62,123,0.97858,0.8377
cifar,trainUval,resnet,20,162,a1,1e-06,1e-06,11.251436431622551,127,250,0.93898,0.8233
cifar,trainUval,resnet,20,98,a1,1e-06,1e-06,13.275902534153033,108,212,0.9471,0.8299
cifar,trainUval,resnet,20,198,a1,1e-06,1e-06,12.911222952391881,158,306,0.96154,0.8357
cifar,trainUval,resnet,20,86,a1,1e-06,1e-06,13.583871977916942,143,283,0.93706,0.8286
cifar,val,resnet,20,146,a1,1e-06,1e-06,14.627774097402494,55,108,0.99976,0.8634
cifar,val,resnet,20,82,a1,1e-06,1e-06,12.35705718817644,46,89,0.92996,0.8222
cifar,val,resnet,20,69,a1,1e-06,1e-06,18.109075967886156,17,33,0.98984,0.8448
cifar,val,resnet,20,154,a1,1e-06,1e-06,13.977401053049562,35,69,0.92252,0.8121
mnist,train,densenet,20,60,a1,1e-06,1e-06,9.119103027148867,146,282,0.9887,0.9679
mnist,train,densenet,20,87,a1,1e-06,1e-06,9.556065675116315,154,296,0.9958333333333333,0.9708
mnist,train,densenet,20,55,a1,1e-06,1e-06,8.902688601751606,156,300,0.9878,0.9667
mnist,train,densenet,20,21,a1,1e-06,1e-06,8.87990876241929,142,279,0.9607833333333333,0.9506
mnist,trainUval,densenet,20,99,a1,1e-06,1e-06,9.532079351091056,178,342,0.99795,0.9714
mnist,trainUval,densenet,20,81,a1,1e-06,1e-06,9.567883827023252,177,340,0.99425,0.9704
mnist,trainUval,densenet,20,138,a1,1e-06,1e-06,9.006649952867747,144,282,0.9993,0.9718
mnist,trainUval,densenet,20,12,a1,1e-06,1e-06,9.796883415699995,192,363,0.92705,0.921
mnist,val,densenet,20,49,a1,1e-06,1e-06,9.502007770179262,51,100,0.9858166666666667,0.9663
mnist,val,densenet,20,36,a1,1e-06,1e-06,9.37592197264894,44,86,0.9750666666666666,0.961
mnist,val,densenet,20,6,a1,1e-06,1e-06,8.270256392483134,56,108,0.8936666666666667,0.8919
cifar,train,densenet,20,42,a1,1e-06,1e-06,9.730981691674288,152,299,0.91826,0.8185
cifar,train,densenet,20,93,a1,1e-06,1e-06,8.709041983231032,134,261,0.95706,0.837
cifar,train,densenet,20,28,a1,1e-06,1e-06,9.417234386671339,146,284,0.9328,0.8186
cifar,train,densenet,20,129,a1,1e-06,1e-06,3.8068585680784963,350,681,0.99924,0.8679
cifar,trainUval,densenet,20,181,a1,1e-06,1e-06,13.522638800863206,158,311,0.96922,0.8413
cifar,trainUval,densenet,20,135,a1,1e-06,1e-06,13.240783038795598,419,813,0.99974,0.8731
cifar,trainUval,densenet,20,29,a1,1e-06,1e-06,11.636309884136267,154,302,0.93514,0.8209
cifar,trainUval,densenet,20,110,a1,1e-06,1e-06,12.822020456947712,171,335,0.98538,0.8538
cifar,val,densenet,20,114,a1,1e-06,1e-06,12.807065101374974,62,120,0.99168,0.855
cifar,val,densenet,20,158,a1,1e-06,1e-06,11.163068184134318,45,87,0.94334,0.8281
cifar,val,densenet,20,58,a1,1e-06,1e-06,13.34124105467049,41,80,0.9878,0.843
cifar,val,densenet,20,157,a1,1e-06,1e-06,10.17980359132389,46,91,0.95186,0.8375
mnist,train,resnet,20,169,a1,1e-06,1e-06,1.7155754999907913,49,94,0.9999833333333333,0.9802
mnist,train,resnet,20,148,a1,1e-06,1e-06,3.5917458305939363,68,133,0.9999666666666667,0.9802
mnist,train,resnet,20,176,a1,1e-06,1e-06,1.2741566996359097,49,95,0.9999833333333333,0.9805
mnist,train,resnet,20,126,a1,1e-06,1e-06,3.746400787743937,68,134,0.9999666666666667,0.9793
mnist,trainUval,resnet,20,32,a1,1e-06,1e-06,10.048686152688447,204,399,0.9886,0.9721
mnist,trainUval,resnet,20,142,a1,1e-06,1e-06,10.204549404106615,75,147,0.99995,0.9793
mnist,trainUval,resnet,20,108,a1,1e-06,1e-06,9.651976590152685,75,146,0.9999166666666667,0.9791
mnist,trainUval,resnet,20,85,a1,1e-06,1e-06,9.053575476609353,102,199,0.9994,0.9794
mnist,val,resnet,20,122,a1,1e-06,1e-06,10.097777330411418,27,53,0.99995,0.9791
mnist,val,resnet,20,118,a1,1e-06,1e-06,10.123917669090815,28,55,0.9999166666666667,0.9799
mnist,val,resnet,20,112,a1,1e-06,1e-06,10.1244149878612,26,51,0.9999333333333333,0.979
mnist,val,resnet,20,48,a1,1e-06,1e-06,8.48911960445912,42,82,0.9968666666666667,0.9779
cifar,train,resnet,20,41,a1,1e-06,1e-06,9.676842900552629,146,289,0.889,0.8068
cifar,train,resnet,20,91,a1,1e-06,1e-06,7.6858256454818275,99,193,0.93428,0.8236
cifar,train,resnet,20,163,a1,1e-06,1e-06,7.945684027672655,117,230,0.94592,0.8252
cifar,trainUval,resnet,20,0,a1,1e-06,1e-06,232.05763179063797,1552,2900,0.1,0.1
cifar,trainUval,resnet,20,116,a1,1e-06,1e-06,13.474904733560948,107,210,0.9841,0.8501
cifar,trainUval,resnet,20,45,a1,1e-06,1e-06,12.749391262536165,151,298,0.90354,0.8142
cifar,trainUval,resnet,20,59,a1,1e-06,1e-06,16.085924860423233,86,169,0.97358,0.8412
cifar,val,resnet,20,10,a1,1e-06,1e-06,10.22130450703844,50,98,0.80658,0.7611
cifar,val,resnet,20,23,a1,1e-06,1e-06,11.768116903701866,49,96,0.8854,0.8077
cifar,val,resnet,20,186,a1,1e-06,1e-06,11.130449543794839,51,100,0.96034,0.8394
cifar,val,resnet,20,164,a1,1e-06,1e-06,12.59250996548053,44,85,0.93384,0.8211
mnist,train,densenet,20,132,a1,1e-06,1e-06,8.61039601380844,133,255,0.9992333333333333,0.9718
mnist,train,densenet,20,151,a1,1e-06,1e-06,8.49748546035778,138,269,0.99935,0.9722
mnist,train,densenet,20,165,a1,1e-06,1e-06,6.8859868519012934,107,208,0.9997666666666667,0.9724
mnist,train,densenet,20,177,a1,1e-06,1e-06,6.303544596511074,96,186,0.9998833333333333,0.9721
mnist,trainUval,densenet,20,191,a1,1e-06,1e-06,9.747237652020317,95,186,0.99995,0.9733
mnist,trainUval,densenet,20,83,a1,1e-06,1e-06,9.442332753375581,165,314,0.9946333333333334,0.9695
mnist,trainUval,densenet,20,80,a1,1e-06,1e-06,9.55996518067036,183,351,0.9937333333333334,0.9695
mnist,trainUval,densenet,20,57,a1,1e-06,1e-06,9.442062731930491,181,343,0.9885833333333334,0.9668
mnist,val,densenet,20,172,a1,1e-06,1e-06,9.392491792898227,29,55,0.9998833333333333,0.9722
mnist,val,densenet,20,66,a1,1e-06,1e-06,9.242870076772533,48,90,0.9892833333333333,0.9674
mnist,val,densenet,20,145,a1,1e-06,1e-06,8.869742497777793,44,83,0.9993166666666666,0.9722
cifar,train,densenet,20,70,a1,1e-06,1e-06,4.024238109095904,104,204,0.99714,0.8502
cifar,train,densenet,20,144,a1,1e-06,1e-06,2.663625426877161,420,816,0.99988,0.875
cifar,train,densenet,20,199,a1,1e-06,1e-06,9.761464719735613,173,341,0.97148,0.8469
cifar,train,densenet,20,74,a1,1e-06,1e-06,8.07993543244072,133,260,0.9365,0.8252
cifar,trainUval,densenet,20,130,a1,1e-06,1e-06,13.650744851547188,385,743,0.99936,0.8701
cifar,trainUval,densenet,20,22,a1,1e-06,1e-06,11.299182485011102,154,301,0.8782,0.7945
cifar,trainUval,densenet,20,149,a1,1e-06,1e-06,13.178311002654937,448,871,0.9999,0.8735
cifar,trainUval,densenet,20,53,a1,1e-06,1e-06,12.164627500143524,118,232,0.97152,0.8372
cifar,val,densenet,20,111,a1,1e-06,1e-06,12.619224722931449,62,121,0.98726,0.8496
cifar,val,densenet,20,188,a1,1e-06,1e-06,11.578622048511079,53,105,0.96992,0.8433
cifar,val,densenet,20,90,a1,1e-06,1e-06,11.606307680482587,49,96,0.96348,0.8361
cifar,val,densenet,20,62,a1,1e-06,1e-06,13.12594964307118,54,105,0.9943,0.8471
mnist,train,resnet,20,107,a1,1e-06,1e-06,4.2389476056384865,78,155,0.9999166666666667,0.9792
mnist,train,resnet,20,97,a1,1e-06,1e-06,5.05550652820682,75,148,0.9998666666666667,0.98
mnist,train,resnet,20,175,a1,1e-06,1e-06,1.4713766815709732,54,106,0.9999833333333333,0.9808
