dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,minima,cps,train_acc,val_acc
mnist,trainUval,densenet,20,85,a1,1e-06,1e-06,9.182916779418633,174,334,0.9951833333333333,0.9696
mnist,val,densenet,20,122,a1,1e-06,1e-06,9.235344218878708,47,88,0.9991,0.9722
mnist,val,densenet,20,118,a1,1e-06,1e-06,8.996805507228828,44,82,0.99905,0.9717
mnist,val,densenet,20,112,a1,1e-06,1e-06,9.095658040329454,44,84,0.9987666666666667,0.9715
mnist,val,densenet,20,48,a1,1e-06,1e-06,9.30435391474839,49,96,0.9853,0.9658
cifar,train,densenet,20,41,a1,1e-06,1e-06,8.801295178335181,125,247,0.91236,0.8112
cifar,train,densenet,20,91,a1,1e-06,1e-06,6.1501048887386105,119,233,0.96008,0.8328
cifar,train,densenet,20,163,a1,1e-06,1e-06,8.01812633912391,112,218,0.95574,0.8391
cifar,trainUval,densenet,20,0,a1,1e-06,1e-06,170.33578729629517,1415,2693,0.09992,0.0998
cifar,trainUval,densenet,20,116,a1,1e-06,1e-06,12.339208655267043,248,483,0.99456,0.8565
cifar,trainUval,densenet,20,45,a1,1e-06,1e-06,11.977883644678968,153,304,0.9211,0.8124
cifar,trainUval,densenet,20,59,a1,1e-06,1e-06,12.667869050959553,137,264,0.98814,0.8401
cifar,val,densenet,20,10,a1,1e-06,1e-06,11.473674824279442,76,147,0.80224,0.7419
cifar,val,densenet,20,23,a1,1e-06,1e-06,10.223849013833387,43,84,0.89836,0.805
cifar,val,densenet,20,186,a1,1e-06,1e-06,12.545432900426931,57,109,0.96126,0.8371
cifar,val,densenet,20,164,a1,1e-06,1e-06,11.705428655731339,40,78,0.95514,0.8371
mnist,train,resnet,20,160,a1,1e-06,1e-06,3.1858893804775335,58,113,0.9999666666666667,0.9794
mnist,train,resnet,20,152,a1,1e-06,1e-06,3.6500485762570634,75,147,0.9999833333333333,0.9801
mnist,train,resnet,20,185,a1,1e-06,1e-06,0.9286529707613909,53,104,1.0,0.9807
mnist,train,resnet,20,102,a1,1e-06,1e-06,4.383259461295324,87,169,0.9999,0.9784
mnist,trainUval,resnet,20,11,a1,1e-06,1e-06,11.239243853565313,236,461,0.9661833333333333,0.9602
mnist,trainUval,resnet,20,44,a1,1e-06,1e-06,9.32058199453013,187,362,0.9958666666666667,0.9765
mnist,trainUval,resnet,20,72,a1,1e-06,1e-06,8.349311536747678,138,267,0.9984166666666666,0.9769
mnist,trainUval,resnet,20,3,a1,1e-06,1e-06,10.199612959670048,240,463,0.9404,0.9384
mnist,val,resnet,20,25,a1,1e-06,1e-06,7.278900683165034,59,113,0.9868,0.9717
mnist,val,resnet,20,77,a1,1e-06,1e-06,8.277531284980796,32,61,0.9990333333333333,0.9775
mnist,val,resnet,20,39,a1,1e-06,1e-06,7.841278868842892,41,81,0.9935666666666667,0.9749
mnist,val,resnet,20,89,a1,1e-06,1e-06,8.646005399163869,27,52,0.9996333333333334,0.979
cifar,train,resnet,20,132,a1,1e-06,1e-06,3.519935391401191,131,258,0.99874,0.8619
cifar,train,resnet,20,151,a1,1e-06,1e-06,9.72630592322389,107,212,0.92088,0.8084
cifar,train,resnet,20,165,a1,1e-06,1e-06,7.272552328819415,113,223,0.94946,0.8347
cifar,train,resnet,20,177,a1,1e-06,1e-06,8.300186893006185,116,228,0.95046,0.8276
cifar,trainUval,resnet,20,191,a1,1e-06,1e-06,11.019812332329138,150,292,0.96054,0.8342
cifar,trainUval,resnet,20,83,a1,1e-06,1e-06,12.122626277420977,149,292,0.9146,0.8101
cifar,trainUval,resnet,20,80,a1,1e-06,1e-06,13.254757444328447,134,265,0.91468,0.8179
cifar,trainUval,resnet,20,57,a1,1e-06,1e-06,15.66073098416041,99,196,0.9633,0.8366
cifar,val,resnet,20,172,a1,1e-06,1e-06,11.230649543583695,39,77,0.95134,0.8302
cifar,val,resnet,20,66,a1,1e-06,1e-06,17.747804954276035,20,39,0.98866,0.8447
cifar,val,resnet,20,145,a1,1e-06,1e-06,14.858015574986666,55,106,0.99974,0.8628
mnist,train,densenet,20,107,a1,1e-06,1e-06,8.895969764982283,120,232,0.9984666666666666,0.9718
mnist,train,densenet,20,97,a1,1e-06,1e-06,9.265173787477124,154,299,0.99755,0.9715
mnist,train,densenet,20,175,a1,1e-06,1e-06,6.194469277419444,95,185,0.9998666666666667,0.9728
mnist,train,densenet,20,133,a1,1e-06,1e-06,8.240401187875023,127,243,0.9993,0.9719
mnist,trainUval,densenet,20,192,a1,1e-06,1e-06,9.427444684689249,100,192,0.99995,0.9722
mnist,trainUval,densenet,20,120,a1,1e-06,1e-06,9.250292290809398,149,290,0.9991833333333333,0.9718
mnist,trainUval,densenet,20,196,a1,1e-06,1e-06,9.749368079839314,105,202,0.99995,0.9729
mnist,trainUval,densenet,20,8,a1,1e-06,1e-06,11.428195118700387,226,432,0.9030833333333333,0.8985
mnist,val,densenet,20,147,a1,1e-06,1e-06,8.800313466459329,49,90,0.9993166666666666,0.9726
mnist,val,densenet,20,37,a1,1e-06,1e-06,9.174427069025114,49,94,0.9767833333333333,0.9623
mnist,val,densenet,20,14,a1,1e-06,1e-06,9.296565355878556,38,74,0.93995,0.9335
mnist,val,densenet,20,159,a1,1e-06,1e-06,9.600262654123753,40,75,0.9996666666666667,0.972
cifar,train,densenet,20,123,a1,1e-06,1e-06,7.043194718326731,299,586,0.99754,0.863
cifar,train,densenet,20,100,a1,1e-06,1e-06,7.763641497569552,123,237,0.97136,0.8382
cifar,train,densenet,20,31,a1,1e-06,1e-06,9.72730776199296,142,279,0.85132,0.7809
cifar,trainUval,densenet,20,182,a1,1e-06,1e-06,12.152391102281285,159,312,0.96946,0.8493
cifar,trainUval,densenet,20,117,a1,1e-06,1e-06,12.955422601665418,263,516,0.99452,0.8575
cifar,trainUval,densenet,20,187,a1,1e-06,1e-06,10.746437214532762,152,296,0.97474,0.8487
cifar,trainUval,densenet,20,134,a1,1e-06,1e-06,13.020547927855887,402,778,0.99978,0.8742
cifar,val,densenet,20,143,a1,1e-06,1e-06,13.136312119454942,91,176,0.99988,0.8755
cifar,val,densenet,20,18,a1,1e-06,1e-06,11.259026331395944,45,88,0.8368,0.7736
cifar,val,densenet,20,180,a1,1e-06,1e-06,12.831698161935037,53,100,0.97328,0.852
cifar,val,densenet,20,155,a1,1e-06,1e-06,10.891803302160497,44,86,0.93492,0.8197
mnist,train,resnet,20,103,a1,1e-06,1e-06,4.9449221259429805,86,169,0.9998833333333333,0.9797
mnist,train,resnet,20,30,a1,1e-06,1e-06,10.631168034683014,190,366,0.9872,0.9723
mnist,train,resnet,20,73,a1,1e-06,1e-06,7.5139939254247565,126,249,0.9985333333333334,0.978
mnist,train,resnet,20,109,a1,1e-06,1e-06,4.175350707896541,70,139,0.9999333333333333,0.9797
mnist,trainUval,resnet,20,76,a1,1e-06,1e-06,8.38825687949884,130,253,0.9989,0.9779
mnist,trainUval,resnet,20,197,a1,1e-06,1e-06,11.205884356953902,55,106,1.0,0.9805
mnist,trainUval,resnet,20,178,a1,1e-06,1e-06,11.05846880365823,52,101,0.9999833333333333,0.9807
mnist,trainUval,resnet,20,190,a1,1e-06,1e-06,10.523538460489362,58,113,1.0,0.9802
mnist,val,resnet,20,13,a1,1e-06,1e-06,7.355332750706111,57,112,0.97185,0.9637
mnist,val,resnet,20,95,a1,1e-06,1e-06,9.408004755116053,28,55,0.9997833333333334,0.9792
mnist,val,resnet,20,136,a1,1e-06,1e-06,10.427875741638218,24,47,0.99995,0.9799
mnist,val,resnet,20,184,a1,1e-06,1e-06,11.262533629889958,20,39,0.9999833333333333,0.9803
cifar,train,resnet,20,139,a1,1e-06,1e-06,2.9581296453211507,116,229,0.99954,0.8657
cifar,train,resnet,20,51,a1,1e-06,1e-06,9.604974737192492,110,211,0.94496,0.8337
cifar,train,resnet,20,153,a1,1e-06,1e-06,10.027936403254444,113,224,0.92772,0.8103
cifar,train,resnet,20,113,a1,1e-06,1e-06,7.220118989077264,93,181,0.97938,0.8427
cifar,trainUval,resnet,20,168,a1,1e-06,1e-06,13.062591029784016,128,253,0.94994,0.8323
cifar,trainUval,resnet,20,161,a1,1e-06,1e-06,11.48194910494965,132,261,0.94256,0.829
cifar,trainUval,resnet,20,105,a1,1e-06,1e-06,13.735180555368515,95,186,0.9638,0.8364
cifar,trainUval,resnet,20,46,a1,1e-06,1e-06,12.76153783591883,158,310,0.91028,0.8139
cifar,val,resnet,20,24,a1,1e-06,1e-06,12.435265542339494,44,86,0.89018,0.8102
cifar,val,resnet,20,40,a1,1e-06,1e-06,12.54615833466869,58,114,0.8865,0.8067
cifar,val,resnet,20,121,a1,1e-06,1e-06,14.150431480765064,41,81,0.99174,0.8538
mnist,train,densenet,20,96,a1,1e-06,1e-06,9.157092589084414,146,282,0.99755,0.9712
mnist,train,densenet,20,179,a1,1e-06,1e-06,6.056578629671094,106,204,0.9998833333333333,0.9725
mnist,train,densenet,20,88,a1,1e-06,1e-06,9.057770071761183,152,287,0.9960166666666667,0.9708
mnist,train,densenet,20,56,a1,1e-06,1e-06,9.092800373057685,152,291,0.9882,0.9671
mnist,trainUval,densenet,20,128,a1,1e-06,1e-06,9.246210675394309,138,268,0.9992333333333333,0.9714
mnist,trainUval,densenet,20,52,a1,1e-06,1e-06,9.395696062702427,190,362,0.98715,0.9679
mnist,trainUval,densenet,20,47,a1,1e-06,1e-06,9.310711544353126,164,315,0.9844666666666667,0.9658
mnist,trainUval,densenet,20,67,a1,1e-06,1e-06,9.594273262867205,176,339,0.9892666666666666,0.968
mnist,val,densenet,20,19,a1,1e-06,1e-06,9.127165983401937,41,81,0.9571833333333334,0.9478
mnist,val,densenet,20,79,a1,1e-06,1e-06,9.35397219925153,47,90,0.99305,0.9695
mnist,val,densenet,20,200,a1,1e-06,1e-06,9.62111259664539,32,60,0.9999833333333333,0.9736
mnist,val,densenet,20,35,a1,1e-06,1e-06,9.698390082051446,41,80,0.9742833333333333,0.9598
cifar,train,densenet,20,189,a1,1e-06,1e-06,8.840189490494822,181,357,0.97012,0.8489
cifar,train,densenet,20,15,a1,1e-06,1e-06,10.972983551492803,141,279,0.79922,0.7518
cifar,train,densenet,20,43,a1,1e-06,1e-06,9.061262668511972,132,261,0.9147,0.8148
cifar,trainUval,densenet,20,16,a1,1e-06,1e-06,11.327738295767176,183,358,0.82494,0.7735
cifar,trainUval,densenet,20,119,a1,1e-06,1e-06,13.479794902519075,304,595,0.99594,0.8625
cifar,trainUval,densenet,20,20,a1,1e-06,1e-06,13.171976536383454,130,256,0.86552,0.792
cifar,trainUval,densenet,20,104,a1,1e-06,1e-06,12.561158765029973,157,310,0.97998,0.8445
cifar,val,densenet,20,65,a1,1e-06,1e-06,13.331450796777517,45,88,0.9967,0.8489
cifar,val,densenet,20,150,a1,1e-06,1e-06,13.184128046390924,94,186,0.9999,0.8752
cifar,val,densenet,20,34,a1,1e-06,1e-06,12.082849711203153,48,95,0.85462,0.7817
cifar,val,densenet,20,106,a1,1e-06,1e-06,13.430232930807506,57,108,0.98184,0.8491
mnist,train,resnet,20,193,a1,1e-06,1e-06,0.6875059685116867,58,110,1.0,0.9808
mnist,train,resnet,20,141,a1,1e-06,1e-06,3.6428746368454767,74,144,0.99995,0.9799
mnist,train,resnet,20,27,a1,1e-06,1e-06,10.681214233816036,188,364,0.9873833333333333,0.9723
mnist,train,resnet,20,33,a1,1e-06,1e-06,10.622958648929398,175,341,0.9891666666666666,0.9736
mnist,trainUval,resnet,20,173,a1,1e-06,1e-06,10.6465649928316,64,124,0.9999833333333333,0.9803
mnist,trainUval,resnet,20,115,a1,1e-06,1e-06,9.935716191783513,81,160,0.99995,0.9794
mnist,trainUval,resnet,20,195,a1,1e-06,1e-06,11.208031653933858,47,93,1.0,0.9804
mnist,trainUval,resnet,20,9,a1,1e-06,1e-06,11.50616071036302,215,420,0.9620166666666666,0.9556
mnist,val,resnet,20,26,a1,1e-06,1e-06,7.785639469872422,52,102,0.9872333333333333,0.972
mnist,val,resnet,20,5,a1,1e-06,1e-06,7.1472740406497905,62,122,0.955,0.9473
mnist,val,resnet,20,75,a1,1e-06,1e-06,8.638567815694387,33,65,0.9988166666666667,0.9769
mnist,val,resnet,20,166,a1,1e-06,1e-06,10.13254982656133,19,37,0.9999833333333333,0.98
cifar,train,resnet,20,124,a1,1e-06,1e-06,5.771972840210765,131,259,0.99494,0.8561
cifar,train,resnet,20,194,a1,1e-06,1e-06,7.192825014940581,155,302,0.97408,0.8458
cifar,train,resnet,20,170,a1,1e-06,1e-06,8.507365817260734,113,223,0.95514,0.8384
cifar,train,resnet,20,78,a1,1e-06,1e-06,10.512512743496131,124,245,0.90842,0.8159
cifar,trainUval,resnet,20,84,a1,1e-06,1e-06,15.29385703539731,139,274,0.92684,0.8245
cifar,trainUval,resnet,20,50,a1,1e-06,1e-06,15.597909488300616,120,238,0.9299,0.8221
cifar,trainUval,resnet,20,61,a1,1e-06,1e-06,15.351493124985382,63,124,0.97858,0.8377
cifar,val,resnet,20,162,a1,1e-06,1e-06,11.262257648872264,54,105,0.93898,0.8233
cifar,val,resnet,20,98,a1,1e-06,1e-06,13.275706296727208,33,65,0.9471,0.8299
cifar,val,resnet,20,198,a1,1e-06,1e-06,12.965066578371989,48,94,0.96154,0.8357
cifar,val,resnet,20,86,a1,1e-06,1e-06,13.51614283021786,46,91,0.93706,0.8286
mnist,train,densenet,20,137,a1,1e-06,1e-06,8.807907383039833,132,254,0.9993333333333333,0.9716
mnist,train,densenet,20,64,a1,1e-06,1e-06,8.787223702032634,156,300,0.9893,0.9679
mnist,train,densenet,20,171,a1,1e-06,1e-06,7.020836271213284,101,199,0.99985,0.9727
mnist,train,densenet,20,174,a1,1e-06,1e-06,6.416045537764603,107,209,0.9998833333333333,0.9723
mnist,trainUval,densenet,20,60,a1,1e-06,1e-06,9.307067299218033,165,317,0.9887,0.9679
mnist,trainUval,densenet,20,87,a1,1e-06,1e-06,9.57194192696079,173,330,0.9958333333333333,0.9708
mnist,trainUval,densenet,20,55,a1,1e-06,1e-06,9.60131199921284,180,346,0.9878,0.9667
mnist,trainUval,densenet,20,21,a1,1e-06,1e-06,9.26357929115511,154,302,0.9607833333333333,0.9506
mnist,val,densenet,20,99,a1,1e-06,1e-06,8.659711512698664,47,92,0.99795,0.9714
mnist,val,densenet,20,81,a1,1e-06,1e-06,8.664695185757182,53,100,0.99425,0.9704
mnist,val,densenet,20,138,a1,1e-06,1e-06,9.035040881333998,39,73,0.9993,0.9718
mnist,val,densenet,20,12,a1,1e-06,1e-06,9.222362089611124,46,88,0.92705,0.921
cifar,train,densenet,20,49,a1,1e-06,1e-06,8.618839883083979,111,217,0.94834,0.8297
cifar,train,densenet,20,36,a1,1e-06,1e-06,11.831089100814552,123,242,0.86354,0.788
cifar,train,densenet,20,6,a1,1e-06,1e-06,13.231009731615814,194,378,0.74142,0.7053
cifar,trainUval,densenet,20,42,a1,1e-06,1e-06,12.653153883095342,172,336,0.91826,0.8185
cifar,trainUval,densenet,20,93,a1,1e-06,1e-06,13.077273179978079,150,291,0.95706,0.837
cifar,trainUval,densenet,20,28,a1,1e-06,1e-06,11.666428429699977,154,301,0.9328,0.8186
cifar,trainUval,densenet,20,129,a1,1e-06,1e-06,13.798085721503867,368,711,0.99924,0.8679
cifar,val,densenet,20,181,a1,1e-06,1e-06,13.57117479304236,44,84,0.96922,0.8413
cifar,val,densenet,20,135,a1,1e-06,1e-06,13.24076943552518,96,184,0.99974,0.8731
cifar,val,densenet,20,29,a1,1e-06,1e-06,11.419291548850424,48,95,0.93514,0.8209
cifar,val,densenet,20,110,a1,1e-06,1e-06,12.84879711199028,52,100,0.98538,0.8538
mnist,train,resnet,20,114,a1,1e-06,1e-06,4.007225421559383,74,144,0.9999333333333333,0.9799
mnist,train,resnet,20,158,a1,1e-06,1e-06,3.213850137297527,62,123,0.9999833333333333,0.9788
mnist,train,resnet,20,58,a1,1e-06,1e-06,8.562851548297544,128,249,0.9981166666666667,0.9773
mnist,train,resnet,20,157,a1,1e-06,1e-06,3.297589846514711,67,130,0.9999666666666667,0.9796
mnist,trainUval,resnet,20,169,a1,1e-06,1e-06,10.395204983339795,58,111,0.9999833333333333,0.9802
mnist,trainUval,resnet,20,148,a1,1e-06,1e-06,10.5739145831418,77,150,0.9999666666666667,0.9802
mnist,trainUval,resnet,20,176,a1,1e-06,1e-06,10.993100533945949,57,112,0.9999833333333333,0.9805
mnist,trainUval,resnet,20,126,a1,1e-06,1e-06,10.400807395560491,78,153,0.9999666666666667,0.9793
mnist,val,resnet,20,32,a1,1e-06,1e-06,8.173787287928235,53,104,0.9886,0.9721
mnist,val,resnet,20,142,a1,1e-06,1e-06,10.26373065794371,26,50,0.99995,0.9793
mnist,val,resnet,20,108,a1,1e-06,1e-06,9.6681438738932,28,54,0.9999166666666667,0.9791
mnist,val,resnet,20,85,a1,1e-06,1e-06,9.053395246804826,30,58,0.9994,0.9794
cifar,train,resnet,20,122,a1,1e-06,1e-06,6.625752195966925,96,190,0.9925,0.852
cifar,train,resnet,20,118,a1,1e-06,1e-06,8.942818890784451,87,172,0.9841,0.8455
cifar,train,resnet,20,112,a1,1e-06,1e-06,7.017390151029872,106,207,0.97914,0.8422
cifar,train,resnet,20,48,a1,1e-06,1e-06,8.520718582211998,148,288,0.92014,0.8236
cifar,trainUval,resnet,20,41,a1,1e-06,1e-06,13.31645458999833,162,319,0.889,0.8068
cifar,trainUval,resnet,20,91,a1,1e-06,1e-06,11.544437350954581,102,201,0.93428,0.8236
cifar,trainUval,resnet,20,163,a1,1e-06,1e-06,12.612355722668099,123,244,0.94592,0.8252
cifar,val,resnet,20,0,a1,1e-06,1e-06,41.30304670333862,274,522,0.1,0.1
cifar,val,resnet,20,116,a1,1e-06,1e-06,13.509387558823846,40,79,0.9841,0.8501
cifar,val,resnet,20,45,a1,1e-06,1e-06,12.578433543312713,50,96,0.90354,0.8142
cifar,val,resnet,20,59,a1,1e-06,1e-06,16.061035103221798,37,72,0.97358,0.8412
mnist,train,densenet,20,25,a1,1e-06,1e-06,8.727962108241627,152,289,0.9642666666666667,0.9539
mnist,train,densenet,20,77,a1,1e-06,1e-06,9.754408371768477,152,293,0.99245,0.97
mnist,train,densenet,20,39,a1,1e-06,1e-06,9.113257451028858,162,317,0.9780333333333333,0.9628
mnist,train,densenet,20,89,a1,1e-06,1e-06,9.291958060495745,142,271,0.9963833333333333,0.9711
mnist,trainUval,densenet,20,132,a1,1e-06,1e-06,8.970964343143578,146,277,0.9992333333333333,0.9718
mnist,trainUval,densenet,20,151,a1,1e-06,1e-06,8.903362858325977,146,286,0.99935,0.9722
mnist,trainUval,densenet,20,165,a1,1e-06,1e-06,9.588202287743911,102,195,0.9997666666666667,0.9724
mnist,trainUval,densenet,20,177,a1,1e-06,1e-06,9.109505109821612,101,195,0.9998833333333333,0.9721
mnist,val,densenet,20,191,a1,1e-06,1e-06,9.784003933252507,34,66,0.99995,0.9733
mnist,val,densenet,20,83,a1,1e-06,1e-06,9.000044384146577,44,84,0.9946333333333334,0.9695
mnist,val,densenet,20,80,a1,1e-06,1e-06,8.505648046470924,54,104,0.9937333333333334,0.9695
mnist,val,densenet,20,57,a1,1e-06,1e-06,9.540582204884231,52,100,0.9885833333333334,0.9668
cifar,train,densenet,20,172,a1,1e-06,1e-06,7.757946714808668,142,278,0.9656,0.8432
cifar,train,densenet,20,66,a1,1e-06,1e-06,4.883094717726976,111,219,0.99666,0.8494
cifar,train,densenet,20,145,a1,1e-06,1e-06,3.1023340728156654,392,757,0.99992,0.8738
cifar,trainUval,densenet,20,70,a1,1e-06,1e-06,13.448155866370712,116,230,0.99714,0.8502
cifar,trainUval,densenet,20,144,a1,1e-06,1e-06,13.071930385793166,442,858,0.99988,0.875
cifar,trainUval,densenet,20,199,a1,1e-06,1e-06,12.676306923931861,195,382,0.97148,0.8469
cifar,trainUval,densenet,20,74,a1,1e-06,1e-06,11.919132881298651,134,263,0.9365,0.8252
cifar,val,densenet,20,130,a1,1e-06,1e-06,13.590407394339309,86,165,0.99936,0.8701
cifar,val,densenet,20,22,a1,1e-06,1e-06,10.841204974421544,55,106,0.8782,0.7945
cifar,val,densenet,20,149,a1,1e-06,1e-06,13.109140964435937,89,175,0.9999,0.8735
cifar,val,densenet,20,53,a1,1e-06,1e-06,12.133863361737781,33,64,0.97152,0.8372
mnist,train,resnet,20,111,a1,1e-06,1e-06,4.302418525977714,73,145,0.99995,0.9797
mnist,train,resnet,20,188,a1,1e-06,1e-06,0.8888910558865746,45,88,1.0,0.9806
mnist,train,resnet,20,90,a1,1e-06,1e-06,5.651812614496862,86,170,0.9996833333333334,0.9786
mnist,train,resnet,20,62,a1,1e-06,1e-06,8.43171665051102,142,277,0.9982833333333333,0.9774
mnist,trainUval,resnet,20,107,a1,1e-06,1e-06,10.224872529420622,91,179,0.9999166666666667,0.9792
mnist,trainUval,resnet,20,97,a1,1e-06,1e-06,9.157818131106069,94,184,0.9998666666666667,0.98
mnist,trainUval,resnet,20,175,a1,1e-06,1e-06,10.71224669086996,65,123,0.9999833333333333,0.9808
mnist,trainUval,resnet,20,133,a1,1e-06,1e-06,10.4472375422406,68,133,0.99995,0.9791
mnist,val,resnet,20,192,a1,1e-06,1e-06,10.617885244692843,22,43,1.0,0.9801
mnist,val,resnet,20,120,a1,1e-06,1e-06,10.216530859192858,23,45,0.99995,0.9792
mnist,val,resnet,20,196,a1,1e-06,1e-06,11.29449947557896,20,39,1.0,0.9802
mnist,val,resnet,20,8,a1,1e-06,1e-06,6.865811023407332,61,118,0.9614833333333334,0.9564
cifar,train,resnet,20,147,a1,1e-06,1e-06,2.96752627746082,136,268,0.99978,0.8655
cifar,train,resnet,20,37,a1,1e-06,1e-06,9.714268955570105,151,296,0.86702,0.7961
cifar,train,resnet,20,14,a1,1e-06,1e-06,15.422224393180386,112,219,0.77578,0.7448
cifar,train,resnet,20,159,a1,1e-06,1e-06,8.449207416025729,112,220,0.94368,0.829
cifar,trainUval,resnet,20,123,a1,1e-06,1e-06,13.562242978380823,126,248,0.9941,0.8537
cifar,trainUval,resnet,20,100,a1,1e-06,1e-06,14.261451888979536,125,246,0.96114,0.8363
cifar,trainUval,resnet,20,31,a1,1e-06,1e-06,15.233080884871015,150,298,0.8201,0.7595
cifar,val,resnet,20,182,a1,1e-06,1e-06,12.632185182125795,48,92,0.94132,0.821
cifar,val,resnet,20,117,a1,1e-06,1e-06,12.052797153115876,46,90,0.98568,0.8464
cifar,val,resnet,20,187,a1,1e-06,1e-06,12.210358359295697,52,101,0.96248,0.8364
cifar,val,resnet,20,134,a1,1e-06,1e-06,14.192487126290644,41,77,0.99908,0.8608
mnist,train,densenet,20,13,a1,1e-06,1e-06,9.747100555723591,180,351,0.9338333333333333,0.9282
mnist,train,densenet,20,95,a1,1e-06,1e-06,9.578917742860199,154,300,0.9974,0.9716
mnist,train,densenet,20,136,a1,1e-06,1e-06,8.624205468860282,118,233,0.9993333333333333,0.9716
mnist,train,densenet,20,184,a1,1e-06,1e-06,5.386628506371608,89,173,0.9999166666666667,0.9727
mnist,trainUval,densenet,20,139,a1,1e-06,1e-06,8.993818922514606,138,266,0.99935,0.972
mnist,trainUval,densenet,20,51,a1,1e-06,1e-06,9.463642599516561,170,329,0.98665,0.9665
mnist,trainUval,densenet,20,153,a1,1e-06,1e-06,9.041541495851902,134,256,0.99945,0.9731
mnist,trainUval,densenet,20,113,a1,1e-06,1e-06,9.166729812142648,162,314,0.9988666666666667,0.9716
mnist,val,densenet,20,168,a1,1e-06,1e-06,9.494942271970103,38,73,0.9998166666666667,0.9722
mnist,val,densenet,20,161,a1,1e-06,1e-06,9.452248788715906,38,73,0.9996166666666667,0.9725
mnist,val,densenet,20,105,a1,1e-06,1e-06,9.636448525119818,47,88,0.99855,0.9713
mnist,val,densenet,20,46,a1,1e-06,1e-06,9.612601240698496,46,88,0.9842666666666666,0.9662
cifar,train,densenet,20,24,a1,1e-06,1e-06,9.733983005458299,137,268,0.90872,0.8084
cifar,train,densenet,20,40,a1,1e-06,1e-06,8.883121011439698,129,256,0.8937,0.8059
cifar,train,densenet,20,121,a1,1e-06,1e-06,5.828367028944854,265,520,0.99748,0.8646
cifar,trainUval,densenet,20,71,a1,1e-06,1e-06,12.171691777408569,120,236,0.91458,0.8064
cifar,trainUval,densenet,20,17,a1,1e-06,1e-06,12.04490518240732,199,392,0.82978,0.7672
cifar,trainUval,densenet,20,1,a1,1e-06,1e-06,35.887811372289434,373,730,0.50056,0.4927
cifar,trainUval,densenet,20,183,a1,1e-06,1e-06,12.56883646752999,148,289,0.96692,0.8444
cifar,val,densenet,20,101,a1,1e-06,1e-06,12.197287959142386,49,97,0.98064,0.8467
cifar,val,densenet,20,38,a1,1e-06,1e-06,13.303054802434758,39,75,0.88806,0.8012
cifar,val,densenet,20,127,a1,1e-06,1e-06,12.458600247462527,67,131,0.99908,0.8709
cifar,val,densenet,20,54,a1,1e-06,1e-06,12.405410854604156,47,92,0.97042,0.8344
mnist,train,resnet,20,63,a1,1e-06,1e-06,8.112912969246509,128,247,0.9983,0.9771
mnist,train,resnet,20,2,a1,1e-06,1e-06,9.359959355770116,235,455,0.9258833333333333,0.9227
mnist,train,resnet,20,156,a1,1e-06,1e-06,3.056826143428907,69,136,0.9999833333333333,0.9803
mnist,train,resnet,20,92,a1,1e-06,1e-06,5.01592955714375,82,159,0.9997833333333334,0.9793
mnist,trainUval,resnet,20,96,a1,1e-06,1e-06,10.153315693323975,84,166,0.9997833333333334,0.979
mnist,trainUval,resnet,20,179,a1,1e-06,1e-06,11.765927192813024,63,121,0.9999833333333333,0.9808
mnist,trainUval,resnet,20,88,a1,1e-06,1e-06,8.517769121462152,105,204,0.99965,0.9784
mnist,trainUval,resnet,20,56,a1,1e-06,1e-06,8.275897776158672,146,285,0.9979166666666667,0.9776
mnist,val,resnet,20,128,a1,1e-06,1e-06,10.833044978614225,26,50,0.99995,0.9796
mnist,val,resnet,20,52,a1,1e-06,1e-06,8.09212318563334,42,81,0.9975333333333334,0.9761
mnist,val,resnet,20,47,a1,1e-06,1e-06,7.876196731777782,42,82,0.9969,0.9766
mnist,val,resnet,20,67,a1,1e-06,1e-06,8.439308352939861,39,75,0.9982833333333333,0.9771
cifar,train,resnet,20,19,a1,1e-06,1e-06,14.740571800348789,124,240,0.84254,0.791
cifar,train,resnet,20,79,a1,1e-06,1e-06,12.034998415468408,107,212,0.91346,0.8118
cifar,train,resnet,20,200,a1,1e-06,1e-06,8.710805577575456,127,246,0.96938,0.8365
cifar,train,resnet,20,35,a1,1e-06,1e-06,9.708194893758218,118,230,0.855,0.7924
cifar,trainUval,resnet,20,189,a1,1e-06,1e-06,11.766620862411628,147,286,0.96836,0.841
cifar,trainUval,resnet,20,15,a1,1e-06,1e-06,11.324617862667424,152,293,0.79316,0.7512
cifar,trainUval,resnet,20,43,a1,1e-06,1e-06,12.927729051151118,145,286,0.9033,0.8205
cifar,val,resnet,20,16,a1,1e-06,1e-06,10.40304465001168,50,99,0.81482,0.7744
cifar,val,resnet,20,119,a1,1e-06,1e-06,15.049052894656256,37,73,0.98946,0.8458
cifar,val,resnet,20,20,a1,1e-06,1e-06,9.803232403907714,53,105,0.85328,0.795
cifar,val,resnet,20,104,a1,1e-06,1e-06,12.960508580271494,38,75,0.96448,0.8382
mnist,train,densenet,20,26,a1,1e-06,1e-06,8.652800301839306,149,284,0.96415,0.9537
mnist,train,densenet,20,5,a1,1e-06,1e-06,12.483361076941947,210,401,0.8853,0.8805
mnist,train,densenet,20,75,a1,1e-06,1e-06,9.223301386312869,162,310,0.9917166666666667,0.9687
