dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,average_colless_index,total_colless,missing_colless,missing_colless_frac,sackin_index,average_sackin_index,leaf_count,total_volume,train_acc,val_acc,average_branching_factor_variance_w3,colless_index_variance_w3,sackin_index_variance_w3,total_volume_variance_w3,missing_colless_frac_variance_w3,average_branching_factor_variance_w5,colless_index_variance_w5,sackin_index_variance_w5,total_volume_variance_w5,missing_colless_frac_variance_w5,average_branching_factor_variance_w7,colless_index_variance_w7,sackin_index_variance_w7,total_volume_variance_w7,missing_colless_frac_variance_w7,average_branching_factor_variance_w9,colless_index_variance_w9,sackin_index_variance_w9,total_volume_variance_w9,missing_colless_frac_variance_w9,average_branching_factor_variance_w11,colless_index_variance_w11,sackin_index_variance_w11,total_volume_variance_w11,missing_colless_frac_variance_w11,average_branching_factor_variance_w13,colless_index_variance_w13,sackin_index_variance_w13,total_volume_variance_w13,missing_colless_frac_variance_w13,average_branching_factor_variance_w15,colless_index_variance_w15,sackin_index_variance_w15,total_volume_variance_w15,missing_colless_frac_variance_w15
mnist,train,vgg,20,51,a1,0.0,0.0,195,2.0638297872340425,151630.0,1763.139534883721,86,8,0.0851063829787234,1021985.0,10118.663366336634,101,60000,0.9879166666666668,0.9794,0.0010920116439596906,467866308.0,1315471017.0,0.0,0.0007743014561196382,0.0020627518224920834,662246426.0,37220725311.5,0.0,0.0007199108798794562,0.0015629522547604474,1223432909.952381,28300747336.476196,0.0,0.0009158553180234804,0.0012050021965425621,2382845671.0,56638845876.5,0.0,0.0008923737176667421,0.0011742975791239577,2474414522.163636,51770897875.8,0.0,0.0007855047399264956,0.0012147711009237348,3492307507.474359,46733211461.41027,0.0,0.0006812722170823426,0.0014784117414341155,3400632626.9809527,48359753763.952385,0.0,0.000614850126523402
mnist,train,vgg,20,77,a1,0.0,0.0,303,2.082758620689656,180666.0,1379.1297709923665,131,14,0.096551724137931,1618129.0,10241.322784810129,158,60000,0.9863666666666666,0.9792,0.00030609121518212373,1302615408.0,3726787580.333333,0.0,0.0003407726570763917,0.0005469818781507067,1114511052.8,2260856951.7,0.0,0.0005481403408938759,0.0014365828976218601,761578991.0,47035776831.80953,0.0,0.0008730607546046139,0.001435703279993252,1210716114.0,42928370212.5,0.0,0.0009423641291839031,0.0011600794966729845,2061089739.218182,48881958884.4,0.0,0.0007773020037349765,0.0009827656760844996,2192382063.5769234,44677526108.52564,0.0,0.0006796173526227656,0.001044055962965072,3039581620.171428,43071984655.98095,0.0,0.0006217951901958372
mnist,trainUval,vgg,20,101,a1,0.0,0.0,1017,2.1122661122661124,272283.0,628.8290993071594,433,48,0.0997920997920998,5554367.0,10362.625,536,70000,0.9963833333333332,0.9836,0.00030609121518212373,2095228196.3333333,3075176809.3333335,0.0,0.0004094148207328245,0.00018365472910927429,1108542743.7,43280524012.8,0.0,0.0007818087246657794,0.0008201660567152238,1235008767.8095238,44254323144.90476,0.0,0.0007119488750662327,0.0012910053141414405,1054496886.0,42574417506.69444,0.0,0.0007006826703341053,0.0011530410519688496,1167990411.6545455,36774045028.05455,0.0,0.0007857924129453001,0.0009668087889221037,1785036155.7307692,42925695771.85897,0.0,0.0006940937300772302,0.0008542288145672103,1885580514.3999999,42820822765.40953,0.0,0.0006080883496815851
mnist,trainUval,vgg,20,127,a1,0.0,0.0,1893,2.154897494305239,402753.0,532.0383091149273,757,121,0.1378132118451025,9842659.0,9697.200985221674,1015,70000,0.9993666666666666,0.9838,0.0,192822782.33333334,79510161537.33333,0.0,0.0010477279052470499,0.0006325885113763947,1600158264.3000002,57216261460.0,0.0,0.0008520266799769022,0.0004673050854869068,1274700690.6666667,40288614817.47619,0.0,0.0005876578017068366,0.0006362875071106923,1218116021.1111112,38040513097.36111,0.0,0.0005744717745956542,0.001034846472459415,1018222093.690909,38613587554.6,0.0,0.0006564888518718489,0.0009752773502904197,986184279.4230771,35733843654.42307,0.0,0.0006851613547951985,0.00085422881456721,2708394679.523809,40747424802.2381,0.0,0.0006207104154852946
mnist,trainUval,vgg,20,152,a1,0.0,0.0,1463,2.1563421828908558,274039.0,468.442735042735,585,93,0.1371681415929203,8290016.0,10560.529936305731,785,70000,0.9949166666666668,0.9806,0.0010288065843621491,598561921.3333333,52474235476.0,0.0,0.0009341849356864369,0.0005861728395061778,328131661.2,50787795086.8,0.0,0.0006812476148895365,0.00042464575300412696,1303015746.6666667,41874823656.333336,0.0,0.0006580532263616644,0.0003508398648192865,1118676635.4444444,36270929570.25,0.0,0.0005487515505088697,0.0005192686420105381,994372368.8909092,36403779302.61819,0.0,0.0004955506464660322,0.0009015985480717393,2444146613.5641026,35572087435.0,0.0,0.0005860146894459142,0.0008629001681980629,2458639885.457143,31394312055.57143,0.0,0.0006115238750918318
mnist,trainUval,vgg,20,178,a1,0.0,0.0,2081,2.1621621621621623,437752.0,531.252427184466,824,138,0.1434511434511434,10237924.0,9149.172475424486,1119,70000,0.99925,0.985,0.0007917695473251103,603106729.3333334,20789764345.333336,0.0,0.0009510288065843619,0.0005194312318004763,368761759.20000005,29340346788.199997,0.0,0.0005077531411039527,0.0003912189692803112,309359495.95238096,37864333996.80953,0.0,0.0005488512305263334,0.0003508398648192865,983565312.9444445,39155660225.52778,0.0,0.0005500555260900943,0.00031665303487691507,2647678221.6181817,32986884380.618176,0.0,0.00048108168732697757,0.00046726608618607936,2718385732.6410255,31671051530.0,0.0,0.00044001902594828957,0.000799627411549032,3077141494.8857145,33061211273.666664,0.0,0.000506990052671639
mnist,trainUval,vgg,20,21,a1,0.0,0.0,89,2.0,127011.0,3024.0714285714284,42,2,0.0454545454545454,721115.0,16024.777777777776,45,70000,0.9635833333333332,0.9614,0.0005031730754316796,104788479.0,10820197790.333334,0.0,0.0004244888212950111,0.00043481902156968975,432321717.20000005,10461670454.7,0.0,0.0005329151512298001,0.0003912189692803112,291962667.47619045,33200109628.80953,0.0,0.0003864102703582924,0.00033563906927989377,1987798116.0,35602771540.75,0.0,0.0004543900074776455,0.000318411288902076,2962394426.890909,32280411459.8,0.0,0.0004821198318896342,0.0002954988787803845,3485812182.0641026,30464651858.576923,0.0,0.0004040452067711401,0.0004119862531604919,3047439670.1238093,28642052073.828575,0.0,0.0004038014993618825
mnist,trainUval,vgg,20,47,a1,0.0,0.0,248,2.058333333333333,165649.0,1479.008928571429,112,8,0.0666666666666666,1505431.0,11761.1796875,128,70000,0.9857,0.9787,1.2898932913731193e-05,257518443.0,7051945180.333334,0.0,0.00011609039622357504,0.00043481902156968975,230357524.7,26651265750.7,0.0,0.0003102348030571293,0.0003912189692803112,2503951639.6190476,26191288370.142857,0.0,0.00040976764557074455,0.00034053668342340083,2801151414.611111,25732317232.75,0.0,0.0003106717085813168,0.00030686070205367046,3539248169.072728,32380067191.290905,0.0,0.00036393500689682503,0.0002954988787803845,3406124491.858974,29480045343.47436,0.0,0.00043878066802675186,0.00036670896818594563,3306095828.6,26313167138.380955,0.0,0.000431019407736706
mnist,trainUval,vgg,20,72,a1,0.0,0.0,210,2.049019607843137,280292.0,2919.708333333333,96,6,0.0588235294117647,1320273.0,12224.75,108,70000,0.98395,0.9741,6.355240328550883e-05,271712900.3333333,40199127127.0,0.0,0.00017889780946114372,8.196851848443849e-05,3187829040.3,20485884664.3,0.0,0.00014352370666245056,0.0003638715520729995,3529133427.142857,18860511901.95238,0.0,0.000256508805624839,0.00034053668342340083,4413019504.944445,26425052752.194447,0.0,0.0003098867165263097,0.0003068607020536704,3561833824.4909086,25920800035.290916,0.0,0.00026915226763947876,0.00038935848954134374,3423714914.525642,27444841031.9359,0.0,0.00040582682364731433,0.0005428745702175279,3286005897.9809523,29463651499.31428,0.0,0.00045651599680759106
mnist,trainUval,vgg,20,98,a1,0.0,0.0,957,2.1434977578475336,288675.0,747.8626943005181,386,60,0.1345291479820627,5011225.0,9806.702544031312,511,70000,0.9968,0.9854,6.0871682493304866e-05,5948324192.333334,29962982014.333332,0.0,0.0002027827476814148,0.00013167551847865355,5244278314.2,21753469722.7,0.0,0.00012110726506478999,0.00012135465832451161,5674177352.285714,20031387308.809525,0.0,0.00010069836802236668,0.00034053668342340083,4397527142.444445,20361939580.52778,0.0,0.00023016768576228233,0.00042120873140679554,4081024132.4909086,22734271241.2,0.0,0.00037971379959756996,0.0005925969139898889,3476803214.8333335,27854005109.435894,0.0,0.00033256372645504756,0.0006470021634962631,3250823067.409524,28109272919.35238,0.0,0.00045651599680759095
mnist,val,vgg,20,122,a1,0.0,0.0,330,2.1225806451612903,18773.0,140.09701492537314,134,21,0.1354838709677419,261288.0,1493.0742857142857,175,10000,0.9987666666666668,0.9837,0.0002502032901732678,10129318464.0,23509308825.333336,0.0,0.00016288702542992015,0.00014962165890538567,8219824095.299999,23784026525.2,0.0,0.00011145912070171063,0.00011658825911473949,5669142235.571429,20758345288.238094,0.0,0.000106169699270865,0.0002946828473827822,4895258858.027777,15575119706.194445,0.0,0.00024123174615728302,0.0006825415889733064,4130300666.090909,23212785757.96364,0.0,0.00030442953846736254,0.000721503187921255,3741506086.525641,25956202671.692307,0.0,0.0004510197840135869,0.0006870053755201514,3330461148.55238,34748814682.09524,0.0,0.00038811188191735887
mnist,val,vgg,20,148,a1,0.0,0.0,339,2.1392405063291138,19949.0,146.68382352941177,136,22,0.1392405063291139,266958.0,1474.9060773480662,181,10000,0.9996166666666668,0.9844,0.0002502032901732678,16325486896.333332,17700509476.0,0.0,7.122742831605535e-05,0.00015012197410396068,8224279110.2,14754348965.199999,0.0,0.00013541348278754304,0.0003859821196107891,6136844486.238094,16216638200.333334,0.0,0.00029421964011493233,0.0005864853220628902,4870089962.027779,22711208530.77778,0.0,0.0002539246138402836,0.0006740361004423645,4271251233.8909097,18282621073.96364,0.0,0.0003536980243083682,0.0007523349339225928,3831500076.589743,32531524341.23077,0.0,0.0003566056140861173,0.0007857803972944987,4059350109.095238,35436338509.066666,0.0,0.00044786118878745385
mnist,val,vgg,20,173,a1,0.0,0.0,306,2.103448275862069,29959.0,230.45384615384611,130,15,0.1034482758620689,230180.0,1429.6894409937888,161,10000,0.99915,0.9845,0.0002502032901732678,2101704124.3333335,18039280852.0,0.0,0.00010150362734841965,0.0005279066604442866,8963745069.800001,9397643676.199999,0.0,0.00036910289613511344,0.0007648772605502205,6120307965.47619,16255034389.285713,0.0,0.00030365049615605166,0.0008351213886217703,4907771223.361111,18089073462.52778,0.0,0.00041797640285800664,0.0007512989149124197,4245832083.672727,35454083355.490906,0.0,0.00035305484200234637,0.0007533327926953046,4461920565.23077,32044320591.230774,0.0,0.00036689175422465603,0.0008034967861333015,4056837914.809524,30655644205.980953,0.0,0.0004031164505045702
mnist,val,vgg,20,199,a1,0.0,0.0,430,2.123762376237624,33891.0,192.5625,176,26,0.1287128712871287,320785.0,1406.951754385965,228,10000,0.9997166666666668,0.9859,0.0008618213157138707,2181394760.333333,6325763150.333334,0.0,0.0006061328174572218,0.001124705871306479,1313352035.3000002,19571218185.7,0.0,0.0003746218289479885,0.001086573842879602,6258368902.619048,13865443352.904762,0.0,0.0005048188286032883,0.00093870803755093,4890121154.361112,38233355829.361115,0.0,0.00038553260144804583,0.000896830072366923,4810209207.854546,35724781054.47273,0.0,0.0004237104930305757,0.0008004272834878419,4322703201.141026,32185411929.23077,0.0,0.0004034041980779822,0.0008010900858225505,3829944222.9238086,38876316506.97143,0.0,0.00036569462084506786
mnist,val,vgg,20,42,a1,0.0,0.0,54,1.962962962962963,23930.0,920.3846153846154,26,1,0.037037037037037,47246.0,1749.851851851852,27,10000,0.9813666666666668,0.9756,0.00200680844505564,1023573744.3333333,17673009774.333332,0.0,0.0007479101262737926,0.0015359996855427679,1337226907.3,10991668063.7,0.0,0.0006606662232767899,0.0011527360908271183,919063140.1428572,45242201407.952385,0.0,0.0004451767306259277,0.001103084089871026,5601891002.027779,37187522519.25,0.0,0.0004935206674712556,0.0009604887032297341,4721231817.872726,32605402822.963634,0.0,0.00044536858309939323,0.0009331367034881273,4039969070.2564106,43778788508.935905,0.0,0.0004095470200827591,0.0008046159094597527,3856790571.495238,45246471843.57143,0.0,0.0004231574528085974
mnist,val,vgg,20,68,a1,0.0,0.0,81,2.0,26933.0,708.7631578947369,38,2,0.05,66831.0,1630.0243902439024,41,10000,0.9926333333333334,0.981,0.0027733454519624588,582691771.0,19578187806.333336,0.0,0.000821826964443327,0.0016114843846988258,680003825.2,58580317068.5,0.0,0.0006428878093016899,0.0014075177046479332,1538347403.0,46463957968.904755,0.0,0.0006197585461734358,0.0011442181369207933,1354851504.6944447,37256779622.25,0.0,0.0005101595339538657,0.0010869127987894916,4567672376.690908,46286541467.4,0.0,0.00045922267222993113,0.0009377334166474955,4179303566.4102554,50482773064.42307,0.0,0.0004659375617596976,0.0008217888735641807,3743871285.6857142,44477533594.35238,0.0,0.0004426435097596611
mnist,val,vgg,20,93,a1,0.0,0.0,132,2.0793650793650795,19272.0,332.2758620689655,58,5,0.0793650793650793,112450.0,1629.7101449275362,69,10000,0.9940333333333332,0.9804,0.0025554459522473894,379724962.3333334,113009100073.0,0.0,0.0006972746997014614,0.0020097450223662402,1223605495.0,64926687415.700005,0.0,0.0008141504834534232,0.0014594553364589773,1440879448.8095238,43818535358.61904,0.0,0.0006736044195009873,0.001304399509314759,1553409260.1944447,56718179329.25,0.0,0.000527899616971608,0.00106176587852551,1750559845.1636364,55033357558.6909,0.0,0.0005244507533753602,0.0009377334166474955,4215236411.6410255,46361400329.23077,0.0,0.0004924533081452722,0.0008370408540772023,3713402710.780953,43701567839.695244,0.0,0.00045720583648586037
cifar,train,wres,20,118,a1,0.0,0.0,543,2.0452830188679245,237986.0,948.1513944223108,251,14,0.0528301886792452,6629763.0,23848.06834532374,278,50000,0.98786,0.8193,0.0018357926698496258,1526175689.3333335,90336454761.33333,0.0,0.0010866254076636406,0.0018213183369479085,1602206489.2,65176703838.2,0.0,0.0007151570234900369,0.0015731409705405798,1370883620.8095238,68694861584.904755,0.0,0.0005878068918512238,0.0012704559717621102,1728975229.5277777,62771003876.25,0.0,0.0006538926322935078,0.0010860343325912317,2053150665.6,54964895053.96364,0.0,0.0005707964748903506,0.0009377334166474956,1745643223.8974361,46792395933.07693,0.0,0.0005066913742889995,0.0008226533957799831,4128858063.380952,41114671069.25715,0.0,0.00046691378233279653
cifar,train,wres,20,143,a1,0.0,0.0,660,2.0723270440251573,157210.0,532.9152542372881,295,23,0.0723270440251572,4350882.0,12721.877192982456,342,50000,0.99642,0.8373,0.0014160656612664194,2708727952.0,92530874081.33333,0.0,0.000664367662600209,0.0011069215533238605,1807321106.0,74327029698.8,0.0,0.000611308492568574,0.0014686535399369438,1982517869.3333333,79466697456.80952,0.0,0.0006690622213266633,0.00127045597176211,1970458847.361111,61561926663.00001,0.0,0.0006700230542362213,0.0010860343325912317,1642561026.8,51765326985.16363,0.0,0.0006073995348380921,0.000928182899736767,2458735301.0,47417897556.769226,0.0,0.0005325441087521569,0.0008793350785491195,2269450850.92381,51171254912.54286,0.0,0.00046761000916692875
cifar,train,wres,20,169,a1,0.0,0.0,402,2.035532994923858,569501.0,3013.232804232804,189,8,0.0406091370558375,5758503.0,28090.258536585367,205,50000,0.95708,0.8074,0.001776140224732092,3477863491.0,91645774497.33333,0.0,0.0007787177362357555,0.0010335168397464522,2739273790.7,74835277841.8,0.0,0.000595380739193227,0.0009398917832962139,2389653528.6190476,60118107714.333336,0.0,0.0007012540100713023,0.0011736592694615556,1798742962.75,62603644195.52777,0.0,0.0005915323634203222,0.0010595735669883916,2404580083.818182,51201876763.418175,0.0,0.0006164432287332308,0.0009906453671862448,2206002745.974359,55039297952.0,0.0,0.0005447191825951606,0.0008766581230821845,2357507800.1238093,52309594466.71429,0.0,0.0004974778331199492
cifar,train,wres,20,194,a1,0.0,0.0,445,2.0273972602739727,228969.0,1085.1611374407582,211,8,0.0365296803652968,4498384.0,19904.353982300883,226,50000,0.97338,0.8079,0.0005538331544263195,495064424.3333333,59129216653.0,0.0,0.0007582696990125805,0.0009981575394412362,3176966776.3,63692497514.299995,0.0,0.000625704695524811,0.000823365771762191,2186963179.285714,61100471921.952385,0.0,0.00047107172635685963,0.000784056269645152,2739122633.861111,48528781915.52778,0.0,0.0006081390588504155,0.001049568810519049,2427481726.8727274,62687866884.65454,0.0,0.0005177660982604246,0.0009666061426323985,2298429514.5897436,53967108557.769226,0.0,0.0005629582716972642,0.0008543217348658789,2015991679.3999999,49522692353.114296,0.0,0.0005108477618169141
cifar,train,wres,20,38,a1,0.0,0.0,196,2.0103092783505154,1172236.0,12470.595744680852,94,3,0.0309278350515463,2387748.0,24118.666666666668,99,50000,0.7561,0.7044,0.0008799874906102816,364168672.3333333,50735662003.0,0.0,0.0005855324049021967,0.0006196551198416553,600710832.3,50026099913.5,0.0,0.0005478306547766112,0.0006981871117488774,3176990170.0,46185367912.80952,0.0,0.0004529232421832911,0.0007424445197042704,2833439245.1944447,56524292341.361115,0.0,0.0004093832835037098,0.0007178833587567296,2555730345.490909,48760603571.01819,0.0,0.0005426431595495702,0.0008791661178665041,2149837615.0641026,54166711655.589745,0.0,0.0004734029413753971,0.0009291954510168683,2191549285.2666664,51233619774.82857,0.0,0.0005616905328006871
cifar,train,wres,20,63,a1,0.0,0.0,374,2.0382513661202184,548782.0,3153.919540229885,174,9,0.0491803278688524,5783067.0,30277.83769633508,191,50000,0.9671,0.7983,2.435045170087888e-05,1028359076.3333333,44038711171.0,0.0,2.1278909087452125e-05,0.0005288174861699895,1350981356.7,40705731766.299995,0.0,0.0003197152595655703,0.0005575572428866046,1878186328.0,46866307056.952385,0.0,0.00043870878684634194,0.0006770376227140811,2886496256.5,48601403610.69444,0.0,0.00041163902251277343,0.0006027444982173409,2378953941.4727273,45877491306.25454,0.0,0.00035980467911340584,0.0007292738514569136,2407208618.076923,47256978650.5,0.0,0.000530452558099791,0.0008424527544724586,2064919228.3523808,51267420444.69524,0.0,0.00046336877708300664
cifar,train,wres,20,89,a1,0.0,0.0,359,2.045714285714286,749518.0,4542.533333333334,165,10,0.0571428571428571,5747963.0,31238.929347826088,184,50000,0.9313,0.7994,4.208222867483248e-05,2333720252.333333,11075462839.0,0.0,8.262242286024538e-08,0.00041874925589757635,2745047202.7,44626288996.3,0.0,0.00021348168477172236,0.0005321414433557685,1879542341.8095238,37354081248.95238,0.0,0.0003171895139205074,0.00043822198436129737,1441407355.111111,35680136386.75,0.0,0.0003748102909029036,0.0006578296871862226,2691799282.018182,46519608191.454544,0.0,0.00038499070489053113,0.0006135685902671249,2275063166.974359,45252248596.333336,0.0,0.00034990678260395303,0.0006268487471157311,2133734771.2095234,41734501607.209526,0.0,0.0004617756564907755
cifar,trainUval,wres,20,113,a1,0.0,0.0,479,2.0427350427350426,652828.0,2940.6666666666665,222,12,0.0512820512820512,8017935.0,32726.26530612245,245,60000,0.97698,0.8067,0.0006674783252521869,4731807529.0,58623209263.0,0.0,0.0002916125856923598,0.0004151384256865385,2631713837.5,37657470783.700005,0.0,0.00018903801419426421,0.00028418565504412284,1861675943.8095238,30458127281.809525,0.0,0.00015067443357526242,0.0005618627791555966,2078661232.2777777,40696195626.25,0.0,0.0002936271338534255,0.0004971111474906924,1676185922.1636364,37392310037.49091,0.0,0.0003609453113482384,0.0005501854029466461,2301719501.935897,40178591396.89743,0.0,0.00032199183387703707,0.0005263174035243124,2008901976.8857148,40914282529.09523,0.0,0.00030525240445466095
cifar,trainUval,wres,20,139,a1,0.0,0.0,743,2.0901408450704224,324467.0,992.2538226299694,327,28,0.0788732394366197,7011077.0,18069.786082474227,388,60000,0.9957,0.8343,0.0004976779225482922,4530400912.333333,23095298299.0,0.0,0.0003310249603364832,0.0003527840433815532,2503926013.2999997,29975742842.200005,0.0,0.00018351557511064079,0.00044363164011489235,2560724457.238095,37892700714.80952,0.0,0.00017989351681051594,0.00034118374659392037,2090518003.0000002,33794561318.611115,0.0,0.00014646867243374675,0.00045087997650021224,1702860876.0909092,34722947258.6,0.0,0.00023564476733085142,0.0004153056328072464,1424950434.2435896,33647937210.935894,0.0,0.00030681108018391315,0.0004870747457237408,2040020232.2666667,36131256324.55238,0.0,0.0002843449279487263
cifar,trainUval,wres,20,164,a1,0.0,0.0,450,2.0225225225225225,356443.0,1650.199074074074,216,6,0.027027027027027,7881036.0,34565.94736842105,228,60000,0.94266,0.7952,0.00043079578868165794,1932366774.3333333,15596612611.0,0.0,0.00031479892963132925,0.0005969213916964727,3481021607.5,40673555624.8,0.0,0.00026689657709967206,0.0004312129054081922,2367422481.809524,34947321120.809525,0.0,0.00017890952475001353,0.00034127126068226937,1980125614.4444444,30537404965.5,0.0,0.0001375542705249622,0.0002763447276996173,1703924154.9636362,30013862285.87273,0.0,0.00012084034358667533,0.00039042449222958343,1541203385.397436,29841540197.08975,0.0,0.0002066473479581524,0.00048316124043758875,1520160422.6857145,31439311642.266663,0.0,0.0003399930576822222
cifar,trainUval,wres,20,18,a1,0.0,0.0,342,2.0177514792899407,2891096.0,17521.793939393938,165,4,0.0236686390532544,6034451.0,34881.21965317919,173,60000,0.6094,0.5874,0.0003826706828566044,2304583729.0,40036765852.0,0.0,7.059716100675157e-05,0.0005977365031448001,1620953141.3,40487866542.7,0.0,0.0002645594356249705,0.0004009251340155787,2408216933.904762,30774328547.2381,0.0,0.00018026424253481677,0.00032508388349357516,1856153499.7777777,29932472819.499996,0.0,0.00013799433505321866,0.0003019774249091942,1705589975.690909,26785808597.87273,0.0,0.00012451052989228385,0.0004218036061575977,1771753993.0897434,28121953875.97436,0.0,0.00022784469504165153,0.0004700513125560653,1982852207.1238093,29220015335.06667,0.0,0.0002879634031636016
cifar,trainUval,wres,20,33,a1,0.0,0.0,234,1.9914529914529917,1613978.0,13913.603448275862,116,1,0.0085470085470085,3634122.0,31060.871794871797,117,60000,0.70006,0.6606,0.0004646609268617451,1474443001.0,40963807942.333336,0.0,9.62917333801312e-05,0.0002451289103862337,1342511202.5,24323169921.7,0.0,6.837448357276932e-05,0.00039920668305355907,1328034851.9047618,32376182154.95238,0.0,0.00018142125224202704,0.00032337709019508856,1946792659.5000002,24408532062.0,0.0,0.0001519917845909783,0.00046712978900068786,1794800634.0545456,27632083715.87273,0.0,0.00024874014079121523,0.0004236595414060774,2206102163.24359,28333040355.73077,0.0,0.00023775027613947013,0.0003814659582281488,2137720494.1142862,42922231425.49524,0.0,0.00021573547724642363
cifar,trainUval,wres,20,59,a1,0.0,0.0,419,2.0390243902439025,1121430.0,5750.923076923077,195,10,0.048780487804878,7473804.0,34924.31775700935,214,60000,0.94418,0.7918,0.00041796285483247826,1928282634.3333335,28553610289.0,0.0,0.00012899252057066354,0.0002592871317686358,1097621467.3,28458338937.7,0.0,6.688342244655136e-05,0.00022641437738283506,1049148879.9047619,20161081775.2381,0.0,8.005555370266655e-05,0.000523465578321268,1240684600.5,27580146853.86111,0.0,0.0002959004538107102,0.0004447542348838732,2506383866.090909,24163141960.96364,0.0,0.00027900046136981914,0.00041172373513316866,2340087497.3974357,44328192411.166664,0.0,0.00023522731587241735,0.0004138775128095737,2072455657.695238,47569694740.695244,0.0,0.00021714749682398167
cifar,trainUval,wres,20,84,a1,0.0,0.0,403,2.01,1469430.0,7497.091836734694,196,4,0.02,6476253.0,31902.72413793104,203,60000,0.9073,0.7862,5.915836219265428e-06,207378796.3333333,16169683852.0,0.0,1.503016746825261e-05,0.00033003634346939065,1122539549.3,26140242299.199997,0.0,0.00011426567158515786,0.0005421554609186985,1068681093.2380953,26294934975.95238,0.0,0.00029480039159327913,0.0004292772682245101,1996882650.277778,22961227925.111115,0.0,0.0002698734607391273,0.0004469878002419307,2189184672.8181815,44081140778.61818,0.0,0.00027504654095211446,0.00041346225540838847,2304171807.9358974,42483031345.58974,0.0,0.000245877634341624,0.0004331556199540822,2542136914.952381,52351972033.52381,0.0,0.00023314768335111033
cifar,val,wres,20,109,a1,0.0,0.0,127,2.0,40362.0,661.672131147541,61,2,0.0317460317460317,393919.0,6154.984375,64,10000,0.9753,0.8095,6.640897800899587e-05,817519942.3333333,15329743445.333332,0.0,5.845024817280646e-05,0.00036034406487428473,879940147.7,14497936673.199999,0.0,0.00027831386143480454,0.000563509323478871,2470765775.142857,30117321570.61905,0.0,0.00034777220815827007,0.0004403347173347543,2247420677.5,50591185914.52778,0.0,0.0002624977299180218,0.0004072582169404179,1869441150.0909092,46741439192.65455,0.0,0.0002368427419707748,0.00044771212939909415,2498962517.5769234,50249635352.769226,0.0,0.0002607992016596399,0.0004078703313721175,2635190422.0666666,58439108543.92381,0.0,0.00023017138675374794
cifar,val,wres,20,134,a1,0.0,0.0,142,2.0434782608695654,22574.0,352.71875,64,5,0.072463768115942,366836.0,5025.1506849315065,73,10000,0.99586,0.8341,0.0004971181883232721,748612501.0,6937396001.333333,0.0,0.0004482114451138732,0.0004350228868313616,2758400972.5,17757556014.0,0.0,0.0003967200115932572,0.00030236217846847,2207601115.8095236,41482789044.809525,0.0,0.00027147395986524056,0.0004927117197913305,2245560093.0,57797309182.02777,0.0,0.000281789143793416,0.0004544430907441414,2556768642.418182,57569808590.61818,0.0,0.00025402249275370493,0.0004093228355891267,2333459724.3333335,64570037643.064095,0.0,0.00022429504571188036,0.0004244972349968737,2542362044.3142858,61091083392.69525,0.0,0.0002383801567723462
cifar,val,wres,20,15,a1,0.0,0.0,97,2.0,113844.0,2474.8695652173915,46,2,0.0416666666666666,296047.0,6041.775510204082,49,10000,0.5547,0.5379,0.0006950235765812471,5297450862.333334,8467914562.333333,0.0,0.0006992818852545586,0.00039394082411915515,3215867642.5,36183772206.2,0.0,0.000396617593914313,0.0003267308518115563,2217356575.8095236,45141508717.28571,0.0,0.00027962360893400045,0.00029970857503185035,2470041933.111111,45449919878.861115,0.0,0.00023746071332438867,0.0004657043123977698,2779227430.454545,74698948567.4909,0.0,0.00025138975246498716,0.00042981370731681317,2599474039.6923075,68813365446.58974,0.0,0.00023080066553705654,0.0004040535886991263,2280737154.9809523,62272412738.49524,0.0,0.00021742648295214356
cifar,val,wres,20,185,a1,0.0,0.0,130,2.015625,38583.0,632.5081967213115,61,3,0.046875,335678.0,5086.030303030303,66,10000,0.96528,0.8014,0.0006909190524783754,4973606094.333333,38858806732.33333,0.0,0.0007183992580902113,0.0003664042789109197,3265785392.5,35674197470.2,0.0,0.00036921595498956,0.00032251261170640065,3201806321.809524,34134834435.476192,0.0,0.00029774394312699463,0.00028819434143722704,2568969049.0277777,58105426015.25001,0.0,0.00022770717609003365,0.00027153835681570636,2558247357.8909087,54343716908.76363,0.0,0.00020349598044819934,0.0004388892254740763,2637009056.089743,68935630491.3077,0.0,0.00023248808518920146,0.0004363355834092132,2282571382.9809523,77230578340.78094,0.0,0.00023039146477643252
cifar,val,wres,20,29,a1,0.0,0.0,79,2.0,54730.0,1479.1891891891892,37,2,0.0512820512820512,280955.0,7023.875,40,10000,0.74876,0.6828,0.00030081461077049234,2048912904.3333335,30495350041.0,0.0,0.0002469540038043587,0.0003895913852149219,3766096112.5,24280478097.5,0.0,0.00038840185269186647,0.0002694875676740308,3328252809.6666665,42578280884.285706,0.0,0.00026023660044339044,0.00026377462531365197,3139205631.75,39486253826.69445,0.0,0.00023549896999191112,0.00025957528829535727,2531890816.2545457,50356933253.2,0.0,0.00019703094842815568,0.00027634170247290666,2161600286.6666665,61503522872.589745,0.0,0.00019549014499371147,0.00047899643935973184,2313110602.6380954,82322689692.35237,0.0,0.0002538454572166587
