dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,missing_colless,total_cophenetic_index,sackin_index,average_colless_index,average_missing_colless,average_total_cophenetic_index,average_sackin_index,train_acc,val_acc
cifar,trainUval,densenet,20,33,a3,1e-05,1e-05,235,2.0172413793103448,,4,277508.0,7069.0,,0.01702127659574468,1180.8851063829786,30.080851063829787,0.97058,0.7626
cifar,trainUval,densenet,20,33,a4,1e-05,1e-05,274,2.0681818181818183,,11,462126.0,9771.0,,0.040145985401459854,1686.5912408759125,35.660583941605836,0.97058,0.7626
cifar,trainUval,densenet,20,33,a5,1e-05,1e-05,213,2.0,10931.0,2,203628.0,5851.0,51.31924882629108,0.009389671361502348,956.0,27.469483568075116,0.97058,0.7626
cifar,trainUval,densenet,20,33,a6,1e-05,1e-05,221,2.0,11589.0,2,223069.0,6227.0,52.43891402714932,0.00904977375565611,1009.3619909502263,28.176470588235293,0.97058,0.7626
cifar,trainUval,densenet,20,33,a7,1e-05,1e-05,209,2.0194174757281553,,4,186336.0,5505.0,,0.019138755980861243,891.5598086124402,26.339712918660286,0.97058,0.7626
cifar,trainUval,densenet,20,33,a8,1e-05,1e-05,175,2.0,7287.0,2,112861.0,3965.0,41.64,0.011428571428571429,644.92,22.65714285714286,0.97058,0.7626
cifar,val,densenet,20,33,a1,1e-05,1e-05,27,2.0,86.0,2,351.0,96.0,3.185185185185185,0.07407407407407407,13.0,3.5555555555555554,0.97058,0.7626
cifar,val,densenet,20,33,a2,1e-05,1e-05,32,1.9375,164.0,1,594.0,134.0,5.125,0.03125,18.5625,4.1875,0.97058,0.7626
cifar,val,densenet,20,33,a3,1e-05,1e-05,53,2.0,561.0,2,3105.0,380.0,10.584905660377359,0.03773584905660377,58.58490566037736,7.169811320754717,0.97058,0.7626
cifar,val,densenet,20,33,a4,1e-05,1e-05,59,2.0,726.0,2,4285.0,473.0,12.305084745762711,0.03389830508474576,72.62711864406779,8.016949152542374,0.97058,0.7626
cifar,val,densenet,20,33,a5,1e-05,1e-05,52,1.9615384615384615,600.0,1,2925.0,376.0,11.538461538461538,0.019230769230769232,56.25,7.230769230769231,0.97058,0.7626
cifar,val,densenet,20,33,a6,1e-05,1e-05,54,1.962962962962963,650.0,1,3276.0,404.0,12.037037037037036,0.018518518518518517,60.666666666666664,7.481481481481482,0.97058,0.7626
cifar,val,densenet,20,33,a7,1e-05,1e-05,34,1.9411764705882353,214.0,1,739.0,158.0,6.294117647058823,0.029411764705882353,21.735294117647058,4.647058823529412,0.97058,0.7626
cifar,val,densenet,20,33,a8,1e-05,1e-05,58,2.0357142857142856,687.0,3,4254.0,467.0,11.844827586206897,0.05172413793103448,73.34482758620689,8.051724137931034,0.97058,0.7626
mnist,train,densenet,20,9,a1,1e-05,1e-05,24,1.9166666666666667,68.0,1,213.0,74.0,2.8333333333333335,0.041666666666666664,8.875,3.0833333333333335,0.9940833333333333,0.9891
mnist,train,densenet,20,9,a2,1e-05,1e-05,30,1.9333333333333333,56.0,1,250.0,85.0,1.8666666666666667,0.03333333333333333,8.333333333333334,2.8333333333333335,0.9940833333333333,0.9891
mnist,train,densenet,20,9,a3,1e-05,1e-05,30,1.9333333333333333,64.0,1,255.0,87.0,2.1333333333333333,0.03333333333333333,8.5,2.9,0.9940833333333333,0.9891
mnist,train,densenet,20,9,a4,1e-05,1e-05,32,1.9375,70.0,1,329.0,97.0,2.1875,0.03125,10.28125,3.03125,0.9940833333333333,0.9891
mnist,train,densenet,20,9,a5,1e-05,1e-05,46,1.9565217391304348,256.0,1,1305.0,215.0,5.565217391304348,0.021739130434782608,28.369565217391305,4.673913043478261,0.9940833333333333,0.9891
mnist,train,densenet,20,9,a6,1e-05,1e-05,57,2.0,550.0,2,3210.0,381.0,9.649122807017545,0.03508771929824561,56.31578947368421,6.684210526315789,0.9940833333333333,0.9891
mnist,train,densenet,20,9,a7,1e-05,1e-05,81,2.0,1279.0,2,10087.0,802.0,15.790123456790123,0.024691358024691357,124.53086419753086,9.901234567901234,0.9940833333333333,0.9891
mnist,train,densenet,20,9,a8,1e-05,1e-05,76,1.9736842105263157,1288.0,1,9053.0,762.0,16.94736842105263,0.013157894736842105,119.11842105263158,10.026315789473685,0.9940833333333333,0.9891
mnist,trainUval,densenet,20,9,a1,1e-05,1e-05,28,1.9285714285714286,98.0,1,318.0,95.0,3.5,0.03571428571428571,11.357142857142858,3.392857142857143,0.9940833333333333,0.9891
mnist,trainUval,densenet,20,9,a2,1e-05,1e-05,32,1.9375,62.0,1,279.0,93.0,1.9375,0.03125,8.71875,2.90625,0.9940833333333333,0.9891
mnist,trainUval,densenet,20,9,a3,1e-05,1e-05,30,1.9333333333333333,66.0,1,260.0,88.0,2.2,0.03333333333333333,8.666666666666666,2.933333333333333,0.9940833333333333,0.9891
mnist,trainUval,densenet,20,9,a4,1e-05,1e-05,34,1.9411764705882353,72.0,1,322.0,101.0,2.1176470588235294,0.029411764705882353,9.470588235294118,2.9705882352941178,0.9940833333333333,0.9891
mnist,trainUval,densenet,20,9,a5,1e-05,1e-05,44,1.9545454545454546,348.0,1,1564.0,244.0,7.909090909090909,0.022727272727272728,35.54545454545455,5.545454545454546,0.9940833333333333,0.9891
mnist,trainUval,densenet,20,9,a6,1e-05,1e-05,71,2.0,827.0,2,5760.0,549.0,11.647887323943662,0.028169014084507043,81.12676056338029,7.732394366197183,0.9940833333333333,0.9891
mnist,trainUval,densenet,20,9,a7,1e-05,1e-05,100,1.98,2140.0,1,19603.0,1234.0,21.4,0.01,196.03,12.34,0.9940833333333333,0.9891
mnist,trainUval,densenet,20,9,a8,1e-05,1e-05,89,2.0,1725.0,2,14830.0,1032.0,19.382022471910112,0.02247191011235955,166.62921348314606,11.595505617977528,0.9940833333333333,0.9891
mnist,val,densenet,20,9,a1,1e-05,1e-05,22,1.9090909090909092,18.0,1,98.0,52.0,0.8181818181818182,0.045454545454545456,4.454545454545454,2.3636363636363638,0.9940833333333333,0.9891
mnist,val,densenet,20,9,a2,1e-05,1e-05,21,2.0,50.0,2,176.0,62.0,2.380952380952381,0.09523809523809523,8.380952380952381,2.9523809523809526,0.9940833333333333,0.9891
mnist,val,densenet,20,9,a3,1e-05,1e-05,20,1.9,56.0,1,154.0,60.0,2.8,0.05,7.7,3.0,0.9940833333333333,0.9891
mnist,val,densenet,20,9,a4,1e-05,1e-05,22,1.9090909090909092,62.0,1,179.0,66.0,2.8181818181818183,0.045454545454545456,8.136363636363637,3.0,0.9940833333333333,0.9891
mnist,val,densenet,20,9,a5,1e-05,1e-05,30,1.9333333333333333,94.0,1,366.0,102.0,3.1333333333333333,0.03333333333333333,12.2,3.4,0.9940833333333333,0.9891
mnist,val,densenet,20,9,a6,1e-05,1e-05,32,1.9375,116.0,1,440.0,114.0,3.625,0.03125,13.75,3.5625,0.9940833333333333,0.9891
mnist,val,densenet,20,9,a7,1e-05,1e-05,31,2.0,119.0,2,483.0,116.0,3.838709677419355,0.06451612903225806,15.580645161290322,3.7419354838709675,0.9940833333333333,0.9891
mnist,val,densenet,20,9,a8,1e-05,1e-05,26,1.9230769230769231,132.0,1,364.0,103.0,5.076923076923077,0.038461538461538464,14.0,3.9615384615384617,0.9940833333333333,0.9891
cifar,train,resnet,20,30,a1,1e-05,1e-05,46,1.9565217391304348,152.0,1,769.0,171.0,3.3043478260869565,0.021739130434782608,16.717391304347824,3.717391304347826,0.97678,0.7454
cifar,train,resnet,20,30,a2,1e-05,1e-05,358,2.0517241379310347,,11,959692.0,15225.0,,0.030726256983240222,2680.7039106145253,42.52793296089386,0.97678,0.7454
cifar,train,resnet,20,30,a3,1e-05,1e-05,908,2.164677804295943,,50,16663605.0,102508.0,,0.05506607929515418,18351.987885462557,112.89427312775331,0.97678,0.7454
cifar,train,resnet,20,30,a4,1e-05,1e-05,634,2.1678082191780823,,37,5918276.0,51450.0,,0.0583596214511041,9334.820189274447,81.15141955835962,0.97678,0.7454
cifar,train,resnet,20,30,a5,1e-05,1e-05,321,2.051282051282051,,9,717421.0,13208.0,,0.028037383177570093,2234.956386292835,41.14641744548287,0.97678,0.7454
cifar,trainUval,resnet,20,30,a1,1e-05,1e-05,50,1.96,178.0,1,947.0,194.0,3.56,0.02,18.94,3.88,0.97678,0.7454
cifar,trainUval,resnet,20,30,a2,1e-05,1e-05,377,2.0434782608695654,,10,1100202.0,16614.0,,0.026525198938992044,2918.3076923076924,44.06896551724138,0.97678,0.7454
cifar,trainUval,resnet,20,30,a3,1e-05,1e-05,1083,2.1596806387225547,,64,28952804.0,148594.0,,0.05909510618651893,26733.89104339797,137.20590951061865,0.97678,0.7454
cifar,trainUval,resnet,20,30,a4,1e-05,1e-05,768,2.1013698630136988,,33,10178859.0,75307.0,,0.04296875,13253.72265625,98.05598958333333,0.97678,0.7454
cifar,trainUval,resnet,20,30,a5,1e-05,1e-05,408,2.0248756218905473,,7,1454471.0,21270.0,,0.01715686274509804,3564.8799019607845,52.13235294117647,0.97678,0.7454
cifar,val,resnet,20,30,a1,1e-05,1e-05,30,1.9333333333333333,122.0,1,418.0,110.0,4.066666666666666,0.03333333333333333,13.933333333333334,3.6666666666666665,0.97678,0.7454
cifar,val,resnet,20,30,a2,1e-05,1e-05,100,1.98,2076.0,1,19690.0,1208.0,20.76,0.01,196.9,12.08,0.97678,0.7454
cifar,val,resnet,20,30,a3,1e-05,1e-05,245,2.0854700854700856,,10,312939.0,7442.0,,0.04081632653061224,1277.3020408163266,30.375510204081632,0.97678,0.7454
cifar,val,resnet,20,30,a4,1e-05,1e-05,139,2.1904761904761907,,11,63524.0,2551.0,,0.07913669064748201,457.0071942446043,18.35251798561151,0.97678,0.7454
cifar,val,resnet,20,30,a5,1e-05,1e-05,76,2.027027027027027,1257.0,3,9654.0,789.0,16.539473684210527,0.039473684210526314,127.02631578947368,10.381578947368421,0.97678,0.7454
mnist,train,resnet,20,11,a1,1e-05,1e-05,26,1.9230769230769231,84.0,1,262.0,85.0,3.230769230769231,0.038461538461538464,10.076923076923077,3.269230769230769,0.9925,0.9872
mnist,train,resnet,20,11,a2,1e-05,1e-05,26,1.9230769230769231,22.0,1,146.0,64.0,0.8461538461538461,0.038461538461538464,5.615384615384615,2.4615384615384617,0.9925,0.9872
mnist,train,resnet,20,11,a3,1e-05,1e-05,30,1.9333333333333333,102.0,1,350.0,102.0,3.4,0.03333333333333333,11.666666666666666,3.4,0.9925,0.9872
mnist,train,resnet,20,11,a4,1e-05,1e-05,55,2.0,460.0,2,2859.0,336.0,8.363636363636363,0.03636363636363636,51.981818181818184,6.109090909090909,0.9925,0.9872
mnist,train,resnet,20,11,a5,1e-05,1e-05,60,1.9666666666666666,736.0,1,4138.0,460.0,12.266666666666667,0.016666666666666666,68.96666666666667,7.666666666666667,0.9925,0.9872
mnist,trainUval,resnet,20,11,a1,1e-05,1e-05,26,1.9230769230769231,82.0,1,253.0,84.0,3.1538461538461537,0.038461538461538464,9.73076923076923,3.230769230769231,0.9925,0.9872
mnist,trainUval,resnet,20,11,a2,1e-05,1e-05,30,1.9333333333333333,42.0,1,246.0,82.0,1.4,0.03333333333333333,8.2,2.7333333333333334,0.9925,0.9872
mnist,trainUval,resnet,20,11,a3,1e-05,1e-05,36,1.9444444444444444,120.0,1,601.0,132.0,3.3333333333333335,0.027777777777777776,16.694444444444443,3.6666666666666665,0.9925,0.9872
mnist,trainUval,resnet,20,11,a4,1e-05,1e-05,48,1.9583333333333333,440.0,1,2085.0,296.0,9.166666666666666,0.020833333333333332,43.4375,6.166666666666667,0.9925,0.9872
mnist,trainUval,resnet,20,11,a5,1e-05,1e-05,60,1.9666666666666666,742.0,1,4288.0,467.0,12.366666666666667,0.016666666666666666,71.46666666666667,7.783333333333333,0.9925,0.9872
mnist,val,resnet,20,11,a1,1e-05,1e-05,22,1.9090909090909092,66.0,1,188.0,68.0,3.0,0.045454545454545456,8.545454545454545,3.090909090909091,0.9925,0.9872
mnist,val,resnet,20,11,a2,1e-05,1e-05,24,1.9166666666666667,18.0,1,116.0,57.0,0.75,0.041666666666666664,4.833333333333333,2.375,0.9925,0.9872
mnist,val,resnet,20,11,a3,1e-05,1e-05,24,1.9166666666666667,60.0,1,206.0,72.0,2.5,0.041666666666666664,8.583333333333334,3.0,0.9925,0.9872
mnist,val,resnet,20,11,a4,1e-05,1e-05,24,1.9166666666666667,62.0,1,214.0,73.0,2.5833333333333335,0.041666666666666664,8.916666666666666,3.0416666666666665,0.9925,0.9872
mnist,val,resnet,20,11,a5,1e-05,1e-05,24,1.9166666666666667,68.0,1,217.0,74.0,2.8333333333333335,0.041666666666666664,9.041666666666666,3.0833333333333335,0.9925,0.9872
cifar,train,vgg,20,44,a1,1e-05,1e-05,20,1.9,60.0,1,151.0,60.0,3.0,0.05,7.55,3.0,0.99792,0.8201
cifar,train,vgg,20,44,a2,1e-05,1e-05,20,1.9,42.0,1,129.0,55.0,2.1,0.05,6.45,2.75,0.99792,0.8201
cifar,train,vgg,20,44,a3,1e-05,1e-05,10,1.8,12.0,1,20.0,19.0,1.2,0.1,2.0,1.9,0.99792,0.8201
cifar,train,vgg,20,44,a4,1e-05,1e-05,23,2.0,96.0,2,283.0,86.0,4.173913043478261,0.08695652173913043,12.304347826086957,3.739130434782609,0.99792,0.8201
cifar,train,vgg,20,44,a5,1e-05,1e-05,6,1.6666666666666667,2.0,1,4.0,8.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.3333333333333333,0.99792,0.8201
cifar,train,vgg,20,44,a6,1e-05,1e-05,6,1.6666666666666667,2.0,1,4.0,8.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.3333333333333333,0.99792,0.8201
cifar,train,vgg,20,44,a7,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.99792,0.8201
cifar,trainUval,vgg,20,44,a1,1e-05,1e-05,20,1.9,48.0,1,133.0,56.0,2.4,0.05,6.65,2.8,0.99792,0.8201
cifar,trainUval,vgg,20,44,a2,1e-05,1e-05,20,1.9,48.0,1,136.0,56.0,2.4,0.05,6.8,2.8,0.99792,0.8201
cifar,trainUval,vgg,20,44,a3,1e-05,1e-05,14,1.8571428571428572,30.0,1,56.0,34.0,2.142857142857143,0.07142857142857142,4.0,2.4285714285714284,0.99792,0.8201
cifar,trainUval,vgg,20,44,a4,1e-05,1e-05,49,2.1818181818181817,,5,2920.0,348.0,,0.10204081632653061,59.59183673469388,7.1020408163265305,0.99792,0.8201
cifar,trainUval,vgg,20,44,a5,1e-05,1e-05,16,2.142857142857143,28.0,2,95.0,42.0,1.75,0.125,5.9375,2.625,0.99792,0.8201
cifar,trainUval,vgg,20,44,a6,1e-05,1e-05,8,1.75,6.0,1,10.0,13.0,0.75,0.125,1.25,1.625,0.99792,0.8201
cifar,trainUval,vgg,20,44,a7,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.99792,0.8201
cifar,val,vgg,20,44,a1,1e-05,1e-05,22,1.9090909090909092,52.0,1,158.0,63.0,2.3636363636363638,0.045454545454545456,7.181818181818182,2.8636363636363638,0.99792,0.8201
cifar,val,vgg,20,44,a2,1e-05,1e-05,20,1.9,46.0,1,129.0,55.0,2.3,0.05,6.45,2.75,0.99792,0.8201
cifar,val,vgg,20,44,a3,1e-05,1e-05,10,1.8,12.0,1,20.0,19.0,1.2,0.1,2.0,1.9,0.99792,0.8201
cifar,val,vgg,20,44,a4,1e-05,1e-05,10,1.8,12.0,1,20.0,19.0,1.2,0.1,2.0,1.9,0.99792,0.8201
cifar,val,vgg,20,44,a5,1e-05,1e-05,8,1.75,6.0,1,10.0,13.0,0.75,0.125,1.25,1.625,0.99792,0.8201
cifar,val,vgg,20,44,a6,1e-05,1e-05,4,1.5,0.0,1,1.0,4.0,0.0,0.25,0.25,1.0,0.99792,0.8201
cifar,val,vgg,20,44,a7,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.99792,0.8201
mnist,train,vgg,20,10,a1,1e-05,1e-05,20,1.9,30.0,1,101.0,49.0,1.5,0.05,5.05,2.45,0.9944,0.9896
mnist,train,vgg,20,10,a2,1e-05,1e-05,20,1.9,34.0,1,103.0,51.0,1.7,0.05,5.15,2.55,0.9944,0.9896
mnist,train,vgg,20,10,a3,1e-05,1e-05,20,1.9,72.0,1,165.0,64.0,3.6,0.05,8.25,3.2,0.9944,0.9896
mnist,train,vgg,20,10,a4,1e-05,1e-05,16,1.875,32.0,1,75.0,40.0,2.0,0.0625,4.6875,2.5,0.9944,0.9896
mnist,train,vgg,20,10,a5,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.9944,0.9896
mnist,train,vgg,20,10,a6,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.9944,0.9896
mnist,train,vgg,20,10,a7,1e-05,1e-05,4,1.5,0.0,1,1.0,4.0,0.0,0.25,0.25,1.0,0.9944,0.9896
mnist,trainUval,vgg,20,10,a1,1e-05,1e-05,20,1.9,30.0,1,101.0,49.0,1.5,0.05,5.05,2.45,0.9944,0.9896
mnist,trainUval,vgg,20,10,a2,1e-05,1e-05,20,1.9,52.0,1,144.0,58.0,2.6,0.05,7.2,2.9,0.9944,0.9896
mnist,trainUval,vgg,20,10,a3,1e-05,1e-05,20,1.9,36.0,1,111.0,52.0,1.8,0.05,5.55,2.6,0.9944,0.9896
mnist,trainUval,vgg,20,10,a4,1e-05,1e-05,16,1.875,34.0,1,79.0,41.0,2.125,0.0625,4.9375,2.5625,0.9944,0.9896
mnist,trainUval,vgg,20,10,a5,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.9944,0.9896
mnist,trainUval,vgg,20,10,a6,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.9944,0.9896
mnist,trainUval,vgg,20,10,a7,1e-05,1e-05,6,1.6666666666666667,2.0,1,4.0,8.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.3333333333333333,0.9944,0.9896
mnist,val,vgg,20,10,a1,1e-05,1e-05,20,1.9,32.0,1,100.0,50.0,1.6,0.05,5.0,2.5,0.9944,0.9896
mnist,val,vgg,20,10,a2,1e-05,1e-05,20,1.9,36.0,1,111.0,52.0,1.8,0.05,5.55,2.6,0.9944,0.9896
mnist,val,vgg,20,10,a3,1e-05,1e-05,20,1.9,50.0,1,140.0,57.0,2.5,0.05,7.0,2.85,0.9944,0.9896
mnist,val,vgg,20,10,a4,1e-05,1e-05,12,1.8333333333333333,10.0,1,26.0,23.0,0.8333333333333334,0.08333333333333333,2.1666666666666665,1.9166666666666667,0.9944,0.9896
mnist,val,vgg,20,10,a5,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.9944,0.9896
mnist,val,vgg,20,10,a6,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.9944,0.9896
mnist,val,vgg,20,10,a7,1e-05,1e-05,2,1.0,0.0,1,0.0,1.0,0.0,0.5,0.0,0.5,0.9944,0.9896
cifar,train,wres,20,48,a1,1e-05,1e-05,44,1.9545454545454546,88.0,1,529.0,140.0,2.0,0.022727272727272728,12.022727272727273,3.1818181818181817,0.9647,0.6755
cifar,train,wres,20,48,a2,1e-05,1e-05,642,2.0947712418300655,,28,2481447.0,22844.0,,0.04361370716510903,3865.1822429906542,35.58255451713396,0.9647,0.6755
cifar,train,wres,20,48,a3,1e-05,1e-05,1423,2.0881057268722465,,59,63577997.0,254694.0,,0.04146170063246662,44678.84539704849,178.98383696416022,0.9647,0.6755
cifar,train,wres,20,48,a4,1e-05,1e-05,1300,2.0684713375796178,,42,47622981.0,211404.0,,0.03230769230769231,36633.06230769231,162.61846153846153,0.9647,0.6755
cifar,train,wres,20,48,a5,1e-05,1e-05,1314,2.0709779179810726,,43,49133203.0,215056.0,,0.03272450532724505,37392.087519025874,163.66514459665146,0.9647,0.6755
cifar,trainUval,wres,20,48,a1,1e-05,1e-05,48,1.9583333333333333,160.0,1,978.0,180.0,3.3333333333333335,0.020833333333333332,20.375,3.75,0.9647,0.6755
cifar,trainUval,wres,20,48,a2,1e-05,1e-05,735,2.097142857142857,,30,3789245.0,31054.0,,0.04081632653061224,5155.43537414966,42.25034013605442,0.9647,0.6755
cifar,trainUval,wres,20,48,a3,1e-05,1e-05,1659,2.0829145728643215,,60,100924505.0,347436.0,,0.03616636528028933,60834.54189270645,209.4249547920434,0.9647,0.6755
cifar,trainUval,wres,20,48,a4,1e-05,1e-05,1545,2.061415220293725,,46,80477510.0,299853.0,,0.02977346278317152,52089.00323624595,194.07961165048545,0.9647,0.6755
cifar,trainUval,wres,20,48,a5,1e-05,1e-05,1569,2.0631578947368423,,46,83799265.0,307610.0,,0.029318036966220522,53409.34671765456,196.05481198215423,0.9647,0.6755
cifar,val,wres,20,48,a1,1e-05,1e-05,36,1.9444444444444444,124.0,1,567.0,130.0,3.4444444444444446,0.027777777777777776,15.75,3.611111111111111,0.9647,0.6755
cifar,val,wres,20,48,a2,1e-05,1e-05,196,2.0526315789473686,,7,106243.0,3022.0,,0.03571428571428571,542.0561224489796,15.418367346938776,0.9647,0.6755
cifar,val,wres,20,48,a3,1e-05,1e-05,317,2.0927152317880795,,16,713116.0,12895.0,,0.050473186119873815,2249.577287066246,40.678233438485805,0.9647,0.6755
cifar,val,wres,20,48,a4,1e-05,1e-05,285,2.1037037037037036,,16,519577.0,10262.0,,0.056140350877192984,1823.0771929824562,36.00701754385965,0.9647,0.6755
cifar,val,wres,20,48,a5,1e-05,1e-05,311,2.0805369127516777,,13,661641.0,12035.0,,0.04180064308681672,2127.4630225080386,38.69774919614148,0.9647,0.6755
mnist,train,wres,20,12,a1,1e-05,1e-05,48,1.9583333333333333,264.0,1,1177.0,216.0,5.5,0.020833333333333332,24.520833333333332,4.5,0.9875,0.9832
mnist,train,wres,20,12,a2,1e-05,1e-05,94,1.9787234042553192,596.0,1,4766.0,513.0,6.340425531914893,0.010638297872340425,50.702127659574465,5.457446808510638,0.9875,0.9832
mnist,train,wres,20,12,a3,1e-05,1e-05,267,2.015151515151515,,4,59731.0,2436.0,,0.0149812734082397,223.71161048689137,9.123595505617978,0.9875,0.9832
mnist,train,wres,20,12,a4,1e-05,1e-05,333,2.012121212121212,,4,359777.0,6714.0,,0.012012012012012012,1080.4114114114113,20.16216216216216,0.9875,0.9832
mnist,train,wres,20,12,a5,1e-05,1e-05,377,2.021505376344086,,6,886143.0,13744.0,,0.015915119363395226,2350.5119363395224,36.45623342175066,0.9875,0.9832
mnist,trainUval,wres,20,12,a1,1e-05,1e-05,46,1.9565217391304348,142.0,1,674.0,160.0,3.0869565217391304,0.021739130434782608,14.652173913043478,3.4782608695652173,0.9875,0.9832
mnist,trainUval,wres,20,12,a2,1e-05,1e-05,103,2.0,595.0,2,5266.0,537.0,5.776699029126213,0.019417475728155338,51.12621359223301,5.213592233009709,0.9875,0.9832
mnist,trainUval,wres,20,12,a3,1e-05,1e-05,299,2.0272108843537415,,6,109387.0,3478.0,,0.020066889632107024,365.8428093645485,11.632107023411372,0.9875,0.9832
mnist,trainUval,wres,20,12,a4,1e-05,1e-05,400,2.0050251256281406,20325.0,3,746261.0,11140.0,50.8125,0.0075,1865.6525,27.85,0.9875,0.9832
mnist,trainUval,wres,20,12,a5,1e-05,1e-05,430,2.0140845070422535,,5,1369576.0,18592.0,,0.011627906976744186,3185.060465116279,43.23720930232558,0.9875,0.9832
mnist,val,wres,20,12,a1,1e-05,1e-05,28,1.9285714285714286,60.0,1,261.0,84.0,2.142857142857143,0.03571428571428571,9.321428571428571,3.0,0.9875,0.9832
mnist,val,wres,20,12,a2,1e-05,1e-05,50,1.96,302.0,1,1613.0,242.0,6.04,0.02,32.26,4.84,0.9875,0.9832
mnist,val,wres,20,12,a3,1e-05,1e-05,81,2.0,481.0,2,4391.0,425.0,5.938271604938271,0.024691358024691357,54.20987654320987,5.246913580246914,0.9875,0.9832
mnist,val,wres,20,12,a4,1e-05,1e-05,89,2.046511627906977,,4,10115.0,728.0,,0.0449438202247191,113.65168539325843,8.179775280898877,0.9875,0.9832
mnist,val,wres,20,12,a5,1e-05,1e-05,99,2.0,1997.0,2,19344.0,1195.0,20.171717171717173,0.020202020202020204,195.3939393939394,12.070707070707071,0.9875,0.9832
