dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,missing_colless,total_cophenetic_index,sackin_index,average_colless_index,average_missing_colless,average_total_cophenetic_index,average_sackin_index,train_acc,val_acc
cifar,trainUval,vgg,20,44,a5,1e-07,1e-07,1408,3.20501138952164,,140,76943387.0,230790.0,,0.09943181818181818,54647.29190340909,163.91335227272728,0.99792,0.8201
cifar,trainUval,vgg,20,44,a6,1e-07,1e-07,1924,4.189542483660131,,194,199871169.0,389171.0,,0.10083160083160084,103883.14397089397,202.27182952182952,0.99792,0.8201
cifar,trainUval,vgg,20,44,a7,1e-07,1e-07,288,2.2777777777777777,,25,596687.0,10954.0,,0.08680555555555555,2071.8298611111113,38.03472222222222,0.99792,0.8201
cifar,val,vgg,20,44,a1,1e-07,1e-07,22,1.9090909090909092,52.0,1,158.0,63.0,2.3636363636363638,0.045454545454545456,7.181818181818182,2.8636363636363638,0.99792,0.8201
cifar,val,vgg,20,44,a2,1e-07,1e-07,20,1.9,46.0,1,129.0,55.0,2.3,0.05,6.45,2.75,0.99792,0.8201
cifar,val,vgg,20,44,a3,1e-07,1e-07,28,1.9285714285714286,108.0,1,365.0,100.0,3.857142857142857,0.03571428571428571,13.035714285714286,3.5714285714285716,0.99792,0.8201
cifar,val,vgg,20,44,a4,1e-07,1e-07,269,2.392857142857143,,25,427013.0,8510.0,,0.09293680297397769,1587.4089219330856,31.635687732342006,0.99792,0.8201
cifar,val,vgg,20,44,a5,1e-07,1e-07,339,3.3465346534653464,,38,1101945.0,13355.0,,0.11209439528023599,3250.575221238938,39.3952802359882,0.99792,0.8201
cifar,val,vgg,20,44,a6,1e-07,1e-07,377,3.547169811320755,,44,1381988.0,14879.0,,0.11671087533156499,3665.7506631299734,39.46684350132626,0.99792,0.8201
cifar,val,vgg,20,44,a7,1e-07,1e-07,56,2.1153846153846154,,4,4187.0,444.0,,0.07142857142857142,74.76785714285714,7.928571428571429,0.99792,0.8201
mnist,train,vgg,20,10,a1,1e-07,1e-07,20,1.9,30.0,1,101.0,49.0,1.5,0.05,5.05,2.45,0.9944,0.9896
mnist,train,vgg,20,10,a2,1e-07,1e-07,40,1.95,188.0,1,747.0,162.0,4.7,0.025,18.675,4.05,0.9944,0.9896
mnist,train,vgg,20,10,a3,1e-07,1e-07,108,2.018867924528302,987.0,3,8875.0,726.0,9.13888888888889,0.027777777777777776,82.17592592592592,6.722222222222222,0.9944,0.9896
mnist,train,vgg,20,10,a4,1e-07,1e-07,206,2.0098039215686274,2080.0,3,29698.0,1576.0,10.097087378640778,0.014563106796116505,144.16504854368932,7.650485436893204,0.9944,0.9896
mnist,train,vgg,20,10,a5,1e-07,1e-07,265,2.046511627906977,,7,77463.0,2970.0,,0.026415094339622643,292.31320754716984,11.20754716981132,0.9944,0.9896
mnist,train,vgg,20,10,a6,1e-07,1e-07,303,2.0268456375838926,,5,454272.0,8641.0,,0.0165016501650165,1499.2475247524753,28.51815181518152,0.9944,0.9896
mnist,train,vgg,20,10,a7,1e-07,1e-07,377,2.021505376344086,,6,950789.0,14696.0,,0.015915119363395226,2521.9867374005307,38.98143236074271,0.9944,0.9896
mnist,trainUval,vgg,20,10,a1,1e-07,1e-07,24,1.9166666666666667,40.0,1,161.0,64.0,1.6666666666666667,0.041666666666666664,6.708333333333333,2.6666666666666665,0.9944,0.9896
mnist,trainUval,vgg,20,10,a2,1e-07,1e-07,40,1.95,230.0,1,949.0,181.0,5.75,0.025,23.725,4.525,0.9944,0.9896
mnist,trainUval,vgg,20,10,a3,1e-07,1e-07,110,2.0185185185185186,865.0,3,7326.0,697.0,7.863636363636363,0.02727272727272727,66.6,6.336363636363636,0.9944,0.9896
mnist,trainUval,vgg,20,10,a4,1e-07,1e-07,212,2.0095238095238095,2578.0,3,33345.0,1779.0,12.160377358490566,0.014150943396226415,157.28773584905662,8.391509433962264,0.9944,0.9896
mnist,trainUval,vgg,20,10,a5,1e-07,1e-07,285,2.0579710144927534,,10,78005.0,3276.0,,0.03508771929824561,273.70175438596493,11.494736842105263,0.9944,0.9896
mnist,trainUval,vgg,20,10,a6,1e-07,1e-07,333,2.024390243902439,,6,602834.0,10473.0,,0.018018018018018018,1810.3123123123123,31.45045045045045,0.9944,0.9896
mnist,trainUval,vgg,20,10,a7,1e-07,1e-07,436,2.032710280373832,,9,1536303.0,20784.0,,0.020642201834862386,3523.630733944954,47.669724770642205,0.9944,0.9896
mnist,val,vgg,20,10,a1,1e-07,1e-07,20,1.9,32.0,1,100.0,50.0,1.6,0.05,5.0,2.5,0.9944,0.9896
mnist,val,vgg,20,10,a2,1e-07,1e-07,22,1.9090909090909092,42.0,1,140.0,60.0,1.9090909090909092,0.045454545454545456,6.363636363636363,2.727272727272727,0.9944,0.9896
mnist,val,vgg,20,10,a3,1e-07,1e-07,42,1.9523809523809523,108.0,1,605.0,139.0,2.5714285714285716,0.023809523809523808,14.404761904761905,3.3095238095238093,0.9944,0.9896
mnist,val,vgg,20,10,a4,1e-07,1e-07,73,2.0,240.0,2,1797.0,283.0,3.287671232876712,0.0273972602739726,24.616438356164384,3.8767123287671232,0.9944,0.9896
mnist,val,vgg,20,10,a5,1e-07,1e-07,74,2.0277777777777777,468.0,3,3534.0,398.0,6.324324324324325,0.04054054054054054,47.75675675675676,5.378378378378378,0.9944,0.9896
